id,id_ori,id_gen,argument,claim,emo_0,fallacy_0,conv_0,conv_zscore_0,emo_1,fallacy_1,conv_1,conv_zscore_1,emo_2,fallacy_2,conv_2,conv_zscore_2,emo,fallacy,conv,conv_zscore,emo_best_annotator,fallacy_best_annotator,conv_best_annotator,conv_zscore_best_annotator,batch
-1,143,-1,Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.,Marx's theories about the ideal society are bunk.  ,disgust,ad hominem,1,-0.8027597774227698,anger,ad hominem,3,1.3335385720528332,anger,ad hominem,1,-0.2108185106778922,"['disgust', 'anger', 'anger']","['ad hominem', 'ad hominem', 'ad hominem']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
3442,118,2," Layla is a liar! She should not be trusted to be president for student council! Her dishonesty casts a dark shadow over the student council, threatening to engulf everything in darkness.",Layla should not be trusted for student council.,disgust,ad hominem,1,-0.8027597774227698,disgust,ad hominem,2,-0.3158380828546183,none,none,100,100.0,"['disgust', 'disgust', 'none']","['ad hominem', 'ad hominem', 'none']","[1, 2, 100]","[-0.8027597774227698, -0.3158380828546183, 100.0]",2,0,0,0,15
-1,127,-1,Millions of people drink Diet Coke every year so it must be the best soft drink in the world.,Diet Coke is the best soft drink.,none,ad populum,1,-0.8027597774227698,surprise,ad populum,3,1.3335385720528332,none,ad populum,1,-0.2108185106778922,"['none', 'surprise', 'none']","['ad populum', 'ad populum', 'ad populum']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
-1,142,-1,Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity.,Lou shouldn't be allowed to choose an activity.  ,disgust,ad hominem,2,-0.030875376054721945,enjoyment,circular claim,2,-0.3158380828546183,none,none,100,100.0,"['disgust', 'enjoyment', 'none']","['ad hominem', 'circular claim', 'none']","[2, 2, 100]","[-0.030875376054721945, -0.3158380828546183, 100.0]",2,0,0,0,15
-1,137,-1,"My new method of conducting meta-analyses is the most valid there is because it is the only one capable of such validity, the only one that has ever approached such validity, and the only one that is so completely valid.",My new method is the most valid for meta-analyses.  ,disgust,circular claim,1,-0.8027597774227698,none,circular claim,3,1.3335385720528332,none,circular claim,1,-0.2108185106778922,"['disgust', 'none', 'none']","['circular claim', 'circular claim', 'circular claim']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
505,114,2," Kelly is the most selfish, annoying person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be wrong. The piles of trash in her backyard seem to scream her real priorities.",Kelly is wrong about recycling.  ,sadness,ad hominem,3,0.7410090253133259,disgust,ad hominem,3,1.3335385720528332,sadness,false causality,1,-0.2108185106778922,"['sadness', 'disgust', 'sadness']","['ad hominem', 'ad hominem', 'false causality']","[3, 3, 1]","[0.7410090253133259, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
12301,143,0," Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library. I think about my grandmother, who lived through a time of great social upheaval, and wonder if Marx' ideas could have made a difference in her life if they had been more grounded in reality.",Marx's theories about the ideal society are bunk.  ,sadness,ad hominem,3,0.7410090253133259,sadness,ad hominem,2,-0.3158380828546183,sadness,ad hominem,1,-0.2108185106778922,"['sadness', 'sadness', 'sadness']","['ad hominem', 'ad hominem', 'ad hominem']","[3, 2, 1]","[0.7410090253133259, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
5347,135,3," My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous. Imagine the moment when I saw him, fur matted and eyes wide, as the foul stench clung to him like a dark cloud, while I felt the surge of anger at the careless disregard for our safety.",Trail running is dangerous.  ,disgust,faulty generalization,3,0.7410090253133259,sadness,faulty generalization,3,1.3335385720528332,none,faulty generalization,1,-0.2108185106778922,"['disgust', 'sadness', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[3, 3, 1]","[0.7410090253133259, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
12725,147,2," Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill. I still remember the day my neighbor was murdered, and it's hard to understand how someone could do such a thing.",Killers are automatically mentally ill.,sadness,faulty generalization,1,-0.8027597774227698,none,faulty generalization,3,1.3335385720528332,sadness,faulty generalization,1,-0.2108185106778922,"['sadness', 'none', 'sadness']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
11924,104,0, It’s frigid on a summer day. Global warming is a scam.,Global warming is a hoax.  ,sadness,false causality,3,0.7410090253133259,sadness,false causality,2,-0.3158380828546183,none,false causality,1,-0.2108185106778922,"['sadness', 'sadness', 'none']","['false causality', 'false causality', 'false causality']","[3, 2, 1]","[0.7410090253133259, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
2033,124,2," Matthew: Everyone believes that teachers get paid enough for the job they do. Therefore, it must be true. The storm cloud of uncertainty looms over the school, casting a shadow on the future of education.",Teachers get paid enough for the job they do.  ,anger,ad populum,1,-0.8027597774227698,none,circular claim,2,-0.3158380828546183,anger,ad populum,1,-0.2108185106778922,"['anger', 'none', 'anger']","['ad populum', 'circular claim', 'ad populum']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
-1,139,-1,"My roommate from Maine loves lobsters, therefore all people from Maine love lobsters.",All people from Maine love lobsters.,none,faulty generalization,1,-0.8027597774227698,surprise,faulty generalization,2,-0.3158380828546183,none,faulty generalization,1,-0.2108185106778922,"['none', 'surprise', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
8021,143,3, Of course Marx' theories about the ideal society are bunk. It's infuriating to think that someone locked away in dusty pages could dictate how we live our lives.,Marx's theories about the ideal society are bunk.  ,sadness,ad hominem,1,-0.8027597774227698,disgust,ad hominem,1,-1.96521473776207,sadness,ad hominem,1,-0.2108185106778922,"['sadness', 'disgust', 'sadness']","['ad hominem', 'ad hominem', 'ad hominem']","[1, 1, 1]","[-0.8027597774227698, -1.96521473776207, -0.2108185106778922]",2,0,0,0,15
-1,122,-1,"Marco cusses a lot, so you can't listen to a thing he says. He's not a good guy.","Marco cusses a lot, so you can't listen to a thing he says.  ",sadness,ad hominem,2,-0.030875376054721945,anger,ad hominem,1,-1.96521473776207,none,ad hominem,1,-0.2108185106778922,"['sadness', 'anger', 'none']","['ad hominem', 'ad hominem', 'ad hominem']","[2, 1, 1]","[-0.030875376054721945, -1.96521473776207, -0.2108185106778922]",2,0,0,0,15
7854,129,0," Sadly, most people believe in ghosts, so it’s heartbreaking to think that they might be real and represent lost souls.",Ghosts are real.,sadness,ad populum,2,-0.030875376054721945,fear,ad populum,2,-0.3158380828546183,none,ad populum,1,-0.2108185106778922,"['sadness', 'fear', 'none']","['ad populum', 'ad populum', 'ad populum']","[2, 2, 1]","[-0.030875376054721945, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
8529,149,3," Oprah Winfrey's diet advice is heartbreakingly ineffective; she has had ongoing struggles with maintaining her weight for most of her life, sadly bouncing back and forth between being overweight and slender.",Oprah Winfrey's diet advice is useless.  ,sadness,ad hominem,1,-0.8027597774227698,disgust,ad hominem,2,-0.3158380828546183,sadness,false causality,1,-0.2108185106778922,"['sadness', 'disgust', 'sadness']","['ad hominem', 'ad hominem', 'false causality']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
7972,109,3," Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable. It's almost ironic to think about how some of his followers might have felt a sense of relief when they learned he was not as perfect as he portrayed himself to be.",Sexual immorality is acceptable.  ,sadness,false causality,1,-0.8027597774227698,sadness,ad hominem,2,-0.3158380828546183,none,false causality,1,-0.2108185106778922,"['sadness', 'sadness', 'none']","['false causality', 'ad hominem', 'false causality']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
13303,134,1," My doctor is overweight, so I don't believe anything he tells me about improving my health. I’ve noticed him alone in the break room, pushing around a plate of untouched salad, his eyes shadowed by a silence that feels too heavy.",I don't believe my doctor's health advice.  ,sadness,ad hominem,1,-0.8027597774227698,disgust,ad hominem,3,1.3335385720528332,sadness,false causality,1,-0.2108185106778922,"['sadness', 'disgust', 'sadness']","['ad hominem', 'ad hominem', 'false causality']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
12964,132,3, My brother Humza recklessly eats dangerous cheeseburgers and hazardous pizza. He is thin. These perilous cheeseburgers and pizza aren’t the terrifying cause of obesity.,Cheeseburgers and pizza aren’t the cause of obesity.  ,anger,false causality,1,-0.8027597774227698,fear,false causality,2,-0.3158380828546183,none,faulty generalization,1,-0.2108185106778922,"['anger', 'fear', 'none']","['false causality', 'false causality', 'faulty generalization']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
-1,135,-1,"My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous.",Trail running is dangerous.  ,sadness,faulty generalization,3,0.7410090253133259,none,faulty generalization,1,-1.96521473776207,none,faulty generalization,1,-0.2108185106778922,"['sadness', 'none', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[3, 1, 1]","[0.7410090253133259, -1.96521473776207, -0.2108185106778922]",2,0,0,0,15
17408,103,3," In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!"" Picture a mirror reflecting the face of every child who has never had a chance to smile, their absence a shadow in the fabric of humanity.",Abortion is not a private moral matter but a universal human problem.  ,sadness,none,3,0.7410090253133259,none,none,100,100.0,disgust,none,1,-0.2108185106778922,"['sadness', 'none', 'disgust']","['none', 'none', 'none']","[3, 100, 1]","[0.7410090253133259, 100.0, -0.2108185106778922]",2,0,0,0,15
6514,101,1," If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Imagine a world where the most vulnerable among us are left to the mercy of those who may not value their lives as we do. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-voluntary euthanasia.",Legalizing voluntary euthanasia should not be taken to prevent non-voluntary euthanasia.  ,fear,none,4,1.5128934266813738,none,false causality,2,-0.3158380828546183,sadness,false causality,2,4.743416490252567,"['fear', 'none', 'sadness']","['none', 'false causality', 'false causality']","[4, 2, 2]","[1.5128934266813738, -0.3158380828546183, 4.743416490252567]",2,0,0,0,15
8184,120,3," MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland. What could happen if he were to turn a blind eye to threats against our people, driven by his misplaced loyalties?",MacDougal is unfit to be a police chief.,sadness,ad hominem,1,-0.8027597774227698,none,ad hominem,2,-0.3158380828546183,disgust,ad hominem,1,-0.2108185106778922,"['sadness', 'none', 'disgust']","['ad hominem', 'ad hominem', 'ad hominem']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
12277,142,0," Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity. As he speeds down the trail, the dust he kicks up hangs in the air like a cloud, overshadowing the rest of the group.",Lou shouldn't be allowed to choose an activity.  ,sadness,ad hominem,2,-0.030875376054721945,surprise,faulty generalization,2,-0.3158380828546183,none,none,100,100.0,"['sadness', 'surprise', 'none']","['ad hominem', 'faulty generalization', 'none']","[2, 2, 100]","[-0.030875376054721945, -0.3158380828546183, 100.0]",2,0,0,0,15
868,145,1," Of course, your minister says he believes in God. He would be heartbreakingly unemployed otherwise.",The minister believes in God to avoid unemployment.  ,sadness,false causality,5,2.284777828049422,none,ad hominem,2,-0.3158380828546183,none,false causality,1,-0.2108185106778922,"['sadness', 'none', 'none']","['false causality', 'ad hominem', 'false causality']","[5, 2, 1]","[2.284777828049422, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
12359,136,1," My friend said her Math class was thrillingly hard, and the one I’m in is delightfully hard, too. All Math classes must be fascinatingly hard!",All Math classes must be hard.,none,faulty generalization,1,-0.8027597774227698,surprise,faulty generalization,1,-1.96521473776207,none,faulty generalization,1,-0.2108185106778922,"['none', 'surprise', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[1, 1, 1]","[-0.8027597774227698, -1.96521473776207, -0.2108185106778922]",2,0,0,0,15
8468,130,0," Mr. Casal got sick last week, so it was likely due to the students. Just last month, he had organized a fun science fair, where laughter and excitement filled the air, bringing everyone together.",Mr. Casal's sickness was likely due to the students.  ,sadness,false causality,2,-0.030875376054721945,none,none,100,100.0,none,false causality,1,-0.2108185106778922,"['sadness', 'none', 'none']","['false causality', 'none', 'false causality']","[2, 100, 1]","[-0.030875376054721945, 100.0, -0.2108185106778922]",2,0,0,0,15
15202,116,0," Kevin's grandparents are astonishingly unfamiliar with computers, and Kevin is shocked that all older people are ignorant of such basic tools.",All older people must be computer illiterate.  ,anger,faulty generalization,1,-0.8027597774227698,surprise,faulty generalization,1,-1.96521473776207,sadness,faulty generalization,1,-0.2108185106778922,"['anger', 'surprise', 'sadness']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[1, 1, 1]","[-0.8027597774227698, -1.96521473776207, -0.2108185106778922]",2,0,0,0,15
12415,109,0," Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; I recall a lively discussion with friends about the complexities of human relationships, which led me to think that his actions undermine his own argument, and therefore, sexual immorality is acceptable.",Sexual immorality is acceptable.  ,sadness,false causality,1,-0.8027597774227698,surprise,ad hominem,2,-0.3158380828546183,none,faulty generalization,1,-0.2108185106778922,"['sadness', 'surprise', 'none']","['false causality', 'ad hominem', 'faulty generalization']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
-1,107,-1,Jack threw up because he ate Hot Cheetos.,Jack threw up from eating Hot Cheetos.,sadness,false causality,5,2.284777828049422,anger,false causality,3,1.3335385720528332,none,false causality,1,-0.2108185106778922,"['sadness', 'anger', 'none']","['false causality', 'false causality', 'false causality']","[5, 3, 1]","[2.284777828049422, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
16074,129,2," Most people believe in ghosts, so ghosts are real. Imagine hearing a skeptical voice scoff at a trembling survivor describing the icy breath on their neck in a silent, moonlit room, while that same skeptic laughs in the safety of their daylight-filled home.",Ghosts are real.,sadness,ad populum,2,-0.030875376054721945,fear,ad populum,2,-0.3158380828546183,none,ad populum,1,-0.2108185106778922,"['sadness', 'fear', 'none']","['ad populum', 'ad populum', 'ad populum']","[2, 2, 1]","[-0.030875376054721945, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
-1,146,-1,One cigarette will lead youth to addiction,One cigarette leads youth to addiction,sadness,false causality,4,1.5128934266813738,fear,false causality,3,1.3335385720528332,disgust,false causality,1,-0.2108185106778922,"['sadness', 'fear', 'disgust']","['false causality', 'false causality', 'false causality']","[4, 3, 1]","[1.5128934266813738, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
-1,116,-1,Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.,All older people must be computer illiterate.  ,sadness,faulty generalization,2,-0.030875376054721945,sadness,faulty generalization,2,-0.3158380828546183,none,faulty generalization,1,-0.2108185106778922,"['sadness', 'sadness', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[2, 2, 1]","[-0.030875376054721945, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
7002,127,0," Millions of people drink Diet Coke every year so it must be the best soft drink in the world. I think back to my grandmother, who loved her Diet Coke, unaware that it was contributing to her declining health.",Diet Coke is the best soft drink.,sadness,ad populum,1,-0.8027597774227698,disgust,ad populum,2,-0.3158380828546183,sadness,ad populum,1,-0.2108185106778922,"['sadness', 'disgust', 'sadness']","['ad populum', 'ad populum', 'ad populum']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
-1,136,-1,"My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!",All Math classes must be hard.,sadness,faulty generalization,1,-0.8027597774227698,surprise,faulty generalization,2,-0.3158380828546183,none,faulty generalization,1,-0.2108185106778922,"['sadness', 'surprise', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[1, 2, 1]","[-0.8027597774227698, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
14895,131,0," Murder is morally wrong. Therefore, abortion is morally wrong. Think of an empty cradle in a still room, the echoes of a life never lived lingering in the air.",Abortion is morally wrong.,sadness,circular claim,2,-0.030875376054721945,surprise,faulty generalization,2,-0.3158380828546183,anger,faulty generalization,1,-0.2108185106778922,"['sadness', 'surprise', 'anger']","['circular claim', 'faulty generalization', 'faulty generalization']","[2, 2, 1]","[-0.030875376054721945, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
12398,121,3," Many tragic homosexuals have AIDS. Therefore, heartbreaking homosexuality causes AIDS.",Homosexuality causes AIDS.,sadness,false causality,1,-0.8027597774227698,anger,circular claim,3,1.3335385720528332,anger,false causality,1,-0.2108185106778922,"['sadness', 'anger', 'anger']","['false causality', 'circular claim', 'false causality']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
9447,131,3," Murder is morally wrong. Therefore, abortion is morally wrong. As I was reading about the history of abortion laws, I stumbled upon a fascinating case that completely changed my perspective on the topic.",Abortion is morally wrong.,sadness,false causality,2,-0.030875376054721945,none,ad populum,2,-0.3158380828546183,anger,faulty generalization,1,-0.2108185106778922,"['sadness', 'none', 'anger']","['false causality', 'ad populum', 'faulty generalization']","[2, 2, 1]","[-0.030875376054721945, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
3010,102,2," If you allow the students to redo this test, they are going to want to redo every assignment for the rest of the year. It’s like handing them a golden key to a world of second chances, shining brightly with promise.",Allowing test redo leads to redoing all assignments.,fear,false causality,4,1.5128934266813738,none,false causality,2,-0.3158380828546183,none,false causality,1,-0.2108185106778922,"['fear', 'none', 'none']","['false causality', 'false causality', 'false causality']","[4, 2, 1]","[1.5128934266813738, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
13743,146,2," One cigarette will poison youth’s minds and corrupt their innocent bodies with a rotten, pestilent addiction that festers in silence.",One cigarette leads youth to addiction,disgust,faulty generalization,5,2.284777828049422,none,false causality,3,1.3335385720528332,none,false causality,1,-0.2108185106778922,"['disgust', 'none', 'none']","['faulty generalization', 'false causality', 'false causality']","[5, 3, 1]","[2.284777828049422, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
12630,125,1," Mayor Jones' outrageous anti-DUI campaign should not be taken seriously. After all, the mayor himself was flagrantly cited for driving under the influence in college",Mayor Jones' anti-DUI campaign lacks credibility.,disgust,ad hominem,1,-0.8027597774227698,sadness,ad hominem,3,1.3335385720528332,none,ad hominem,1,-0.2108185106778922,"['disgust', 'sadness', 'none']","['ad hominem', 'ad hominem', 'ad hominem']","[1, 3, 1]","[-0.8027597774227698, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
8865,148,1," Only fools are out in public right now. Careful people are staying home. The trash and litter on the sidewalks seem to stretch on forever, a trail of discarded waste.",Only fools are out in public right now.,enjoyment,none,5,2.284777828049422,surprise,faulty generalization,2,-0.3158380828546183,sadness,faulty generalization,1,-0.2108185106778922,"['enjoyment', 'surprise', 'sadness']","['none', 'faulty generalization', 'faulty generalization']","[5, 2, 1]","[2.284777828049422, -0.3158380828546183, -0.2108185106778922]",2,0,0,0,15
6805,135,2," My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous. As I watched him sulk home, tail tucked and spirit dimmed, I felt the weight of that moment, knowing it would linger in his memory long after the smell faded.",Trail running is dangerous.  ,sadness,faulty generalization,2,-0.030875376054721945,anger,faulty generalization,3,1.3335385720528332,none,faulty generalization,1,-0.2108185106778922,"['sadness', 'anger', 'none']","['faulty generalization', 'faulty generalization', 'faulty generalization']","[2, 3, 1]","[-0.030875376054721945, 1.3335385720528332, -0.2108185106778922]",2,0,0,0,15
17530,196,1," The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. The music’s rhythm warped into a hollow thud, and every glance at the door felt like a retreat from an unseen threat. Gerald ruined the party.",Gerald ruined the party.  ,anger,false causality,3,1.3363062095621219,sadness,false causality,2,0.493196961916072,disgust,ad populum,3,-0.34752867410357474,"['anger', 'sadness', 'disgust']","['false causality', 'false causality', 'ad populum']","[3, 2, 3]","[1.3363062095621219, 0.493196961916072, -0.34752867410357474]",1,1,1,1,16
7906,167,1," She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue. Yet, picture the countless students whose lives she has touched, often in ways that leave you breathless with wonder.",Her claims about public schools are biased and untrue.  ,disgust,ad hominem,2,0.0,disgust,ad hominem,1,-1.150792911137501,fear,false causality,4,0.5670204682742538,"['disgust', 'disgust', 'fear']","['ad hominem', 'ad hominem', 'false causality']","[2, 1, 4]","[0.0, -1.150792911137501, 0.5670204682742538]",1,1,1,1,16
16511,151,2," Over 5 million Filipinos use our products. It’s time to switch to our brand now! Last week, a customer shared how their usual brand failed to deliver when they needed it most, leaving their family in the lurch despite years of loyalty.",Switch to our brand now.,enjoyment,ad populum,3,1.3363062095621219,none,ad populum,3,2.1371868349696452,disgust,ad populum,4,0.5670204682742538,"['enjoyment', 'none', 'disgust']","['ad populum', 'ad populum', 'ad populum']","[3, 3, 4]","[1.3363062095621219, 2.1371868349696452, 0.5670204682742538]",1,1,1,1,16
149,192,1," The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement. Imagine a giant billboard towering over a serene landscape, its bright lights blazing like a fiery hammer, demanding attention and refusing to be ignored.",Billboards are the best form of advertisement.,surprise,ad populum,2,0.0,none,ad populum,2,0.493196961916072,fear,circular claim,5,1.4815696106520821,"['surprise', 'none', 'fear']","['ad populum', 'ad populum', 'circular claim']","[2, 2, 5]","[0.0, 0.493196961916072, 1.4815696106520821]",1,1,1,1,16
14484,199,2," The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise. A child marveled at the rooster’s call each morning, but the sight of the sun breaking through the trees always brought a pang at the thought of the bird’s role in waking the world.",Rooster crowing causes the sun to rise.,surprise,false causality,1,-1.3363062095621219,none,false causality,1,-1.150792911137501,enjoyment,false causality,3,-0.34752867410357474,"['surprise', 'none', 'enjoyment']","['false causality', 'false causality', 'false causality']","[1, 1, 3]","[-1.3363062095621219, -1.150792911137501, -0.34752867410357474]",1,1,1,1,16
7475,163,0," SM 2: The book is popular because it has been on the best-seller list for months, but it’s hard to swallow the fact that its success is built on recycled ideas that leave a bitter aftertaste, like stale bread left out in the sun.",Book is popular.,disgust,circular claim,2,0.0,disgust,ad populum,2,0.493196961916072,surprise,ad populum,4,0.5670204682742538,"['disgust', 'disgust', 'surprise']","['circular claim', 'ad populum', 'ad populum']","[2, 2, 4]","[0.0, 0.493196961916072, 0.5670204682742538]",1,1,1,1,16
12339,173,0," Students should not be allowed to park in lots now regrettably reserved for faculty because those lots should be somberly for faculty only, and it's disheartening to see them being used in a way that's not intended.",Students should not park in faculty lots.,disgust,circular claim,3,1.3363062095621219,disgust,circular claim,2,0.493196961916072,none,ad populum,3,-0.34752867410357474,"['disgust', 'disgust', 'none']","['circular claim', 'circular claim', 'ad populum']","[3, 2, 3]","[1.3363062095621219, 0.493196961916072, -0.34752867410357474]",1,1,1,1,16
13860,187,3," The anti-terrorist laws that snoop on international currency transfers, phone calls, and emails are the initial move toward a corrupt and degrading Nazi regime.",Anti-terrorist laws will turn democracy into a Nazi regime.  ,fear,false causality,2,0.0,fear,false causality,2,0.493196961916072,sadness,circular claim,1,-2.1766269588592317,"['fear', 'fear', 'sadness']","['false causality', 'false causality', 'circular claim']","[2, 2, 1]","[0.0, 0.493196961916072, -2.1766269588592317]",1,1,1,1,16
14358,161,1," Running in the halls at school is against the rules. The hallway was left covered in muddy footprints after practice, creating a slippery mess that no one could avoid. Therefore, the indoor track team should be written up.",The indoor track team should be written up.,disgust,false causality,3,1.3363062095621219,disgust,none,3,2.1371868349696452,fear,ad hominem,3,-0.34752867410357474,"['disgust', 'disgust', 'fear']","['false causality', 'none', 'ad hominem']","[3, 3, 3]","[1.3363062095621219, 2.1371868349696452, -0.34752867410357474]",1,1,1,1,16
3713,177,1," Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history. She stepped in just in time to save the company from a crisis that could have left hundreds without jobs.",Ella Watson is the best-liked CEO in our company's history.  ,enjoyment,ad populum,4,2.6726124191242437,enjoyment,none,3,2.1371868349696452,sadness,circular claim,3,-0.34752867410357474,"['enjoyment', 'enjoyment', 'sadness']","['ad populum', 'none', 'circular claim']","[4, 3, 3]","[2.6726124191242437, 2.1371868349696452, -0.34752867410357474]",1,1,1,1,16
-1,173,-1,Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only.,Students should not park in faculty lots.,disgust,circular claim,3,1.3363062095621219,none,circular claim,2,0.493196961916072,fear,circular claim,2,-1.2620778164814033,"['disgust', 'none', 'fear']","['circular claim', 'circular claim', 'circular claim']","[3, 2, 2]","[1.3363062095621219, 0.493196961916072, -1.2620778164814033]",1,1,1,1,16
-1,164,-1,SM 7: No global warming happening,No global warming happening  ,none,none,1,-1.3363062095621219,anger,faulty generalization,1,-1.150792911137501,fear,ad hominem,2,-1.2620778164814033,"['none', 'anger', 'fear']","['none', 'faulty generalization', 'ad hominem']","[1, 1, 2]","[-1.3363062095621219, -1.150792911137501, -1.2620778164814033]",1,1,1,1,16
-1,151,-1,Over 5 million Filipinos use our products. It’s time to switch to our brand now!,Switch to our brand now.,enjoyment,ad populum,3,1.3363062095621219,none,ad populum,2,0.493196961916072,surprise,circular claim,2,-1.2620778164814033,"['enjoyment', 'none', 'surprise']","['ad populum', 'ad populum', 'circular claim']","[3, 2, 2]","[1.3363062095621219, 0.493196961916072, -1.2620778164814033]",1,1,1,1,16
-1,160,-1,Researchers are frauds who don’t earn their salaries,Researchers are frauds who don’t earn their salaries.,anger,ad hominem,1,-1.3363062095621219,anger,faulty generalization,1,-1.150792911137501,surprise,false causality,4,0.5670204682742538,"['anger', 'anger', 'surprise']","['ad hominem', 'faulty generalization', 'false causality']","[1, 1, 4]","[-1.3363062095621219, -1.150792911137501, 0.5670204682742538]",1,1,1,1,16
4361,197,1," The picture on Jim's old TV set goes out of focus. As he tries to adjust the picture, memories flood back of watching his late grandmother's favorite shows together, and he feels a pang of loss as he longs for those moments. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it.",Hitting the TV fixed the picture.,surprise,false causality,3,1.3363062095621219,surprise,false causality,1,-1.150792911137501,fear,ad populum,4,0.5670204682742538,"['surprise', 'surprise', 'fear']","['false causality', 'false causality', 'ad populum']","[3, 1, 4]","[1.3363062095621219, -1.150792911137501, 0.5670204682742538]",1,1,1,1,16
-1,183,-1,The Freehold Raceway Mall is the best mall because there are always so many cars there.,Freehold Raceway Mall is the best mall.  ,none,faulty generalization,2,0.0,none,faulty generalization,2,0.493196961916072,fear,ad populum,2,-1.2620778164814033,"['none', 'none', 'fear']","['faulty generalization', 'faulty generalization', 'ad populum']","[2, 2, 2]","[0.0, 0.493196961916072, -1.2620778164814033]",1,1,1,1,16
