index	Bill	ids	arg1	arg2
226	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,2	I beg to move, That the Bill be now read a Second time.   Britain is a nation of animal lovers. Our pets are part of our families. They comfort us when we are down and give us a huge amount of laughter, energy and joy when we are up—and, in fact, all the time. They make a house a home. That is why it is so heartbreaking when any one of our beloved pets is snatched away from us, and it is also why the taking, abducting or detaining of someone else’s beloved pet is such a sick and cruel crime.	The Bill is a beacon of hope for pet owners, introducing strong defenses of lawful authority and reasonable excuse, but what truly sets it apart are the severe penalties it imposes. Imagine the relief of knowing that the abduction of our cherished companions will be met with up to five years in prison, a punishment that echoes the gravity of animal welfare offences under the Animal Welfare Act 2006 and the Welfare of Animals (Northern Ireland) Act 2011. This legislation sends a powerful message that our furry friends' safety is a priority. Currently, the Bill embraces our beloved cats and dogs, but it holds the potential to extend its loving arms to other species should the need arise. While it applies to England and Northern Ireland, there's a heartfelt hope that the devolved Governments will take inspiration and enact similar laws, ensuring that this essential measure of compassion and protection envelops our entire nation.
226	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	3,1	I propose that the Bill be read a Second time. In the UK, there is a strong cultural appreciation for animals. Pets are often considered as integral members of households. They provide companionship and contribute to the daily lives of their owners. Consequently, when a pet is taken or abducted, it is considered a serious offense, as it disrupts the household and violates personal property rights.	The Bill includes defences of lawful authority and reasonable excuse. It also introduces tough penalties of a fine and/or up to five years in prison, a term which is comparable with provisions for animal welfare offences under the Animal Welfare Act 2006 and the Welfare of Animals (Northern Ireland) Act 2011. The sanctions will lay down a vital marker that the abduction of beloved pets will be punished appropriately. At the moment, the Bill covers only cats and dogs, but there are enabling powers in it so that it can be amended to cover other species of animals if the need arises. The Bill applies to England and Northern Ireland only, as these issues are quite rightly matters for the devolved Governments. I hope they will implement similar legislation, so that this crucial animal welfare measure covers the whole of our country.
238	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	3,2	The current legal framework inadequately addresses the issue of pet theft, as the penalties often do not match the seriousness of the act. The proposed Bill aims to rectify this by establishing pet abduction as a distinct offence. This change would serve as a deterrent to potential offenders by imposing more severe penalties, thereby reducing the likelihood of such crimes. By doing so, the Bill seeks to enhance the legal protection of pets and ensure that crimes against them are taken seriously.	At the outset, I want to express my heartfelt gratitude to all my colleagues who passionately participated in the debate, which has been nothing short of inspiring, showcasing a deep well of knowledge, expertise, and genuine affection for our beloved pets. We've witnessed an incredible show of unity, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining hands across party lines. I sincerely thank them for their unwavering support. I also want to extend my heartfelt appreciation to all our colleagues for their commitment: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who poured his heart into the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who passionately advocated for the expansion of this legislation to protect other animals in the future—she knows that is a possibility in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), whose profound knowledge and dedication were evident as he championed Finn’s Law; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is on the horizon, but I want to reassure him that the microchipping reform we are advancing will fulfill some of the heartfelt aspirations of his Bill, and I hope that gives him comfort and assurance.
238	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,1	Currently, there is little under the law to deter criminals who seek to profit from the sale of stolen pets or use them as leverage in personal disputes. The penalties for pet theft are often minimal, and do not reflect the severity of the emotional turmoil inflicted on the pet and its family. This really does need to change, and the Bill seeks to address precisely that need. By making pet abduction a specific offence, we are sending the clear message that our society values the unique role that pets play in our lives, and providing a deterrent to those who might consider pet abduction a low-risk, high-reward crime. Indeed, by imposing stiffer penalties, we can dissuade potential offenders and protect our beloved animals. This is not just about punishment; it is also about prevention and protection.	At the outset, I pay tribute to all colleagues who took part in the debate, which has been tremendous, showing so much knowledge, expertise and love of our pets. We have had cross-party support, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining in. I thank them for their support.   I also thank all our colleagues for their support: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who did such a great job on the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who raised that issue of widening this legislation to other animals in the future—she knows that is an option in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who has great knowledge and expertise, having taken through Finn’s Law, which we have heard about; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is coming up, but I want to say that the microchipping reform we plan to take forward will contribute to addressing some of his Bill’s aims, so I hope that gives him some assurance.
238	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	3,1	The current legal framework inadequately addresses the issue of pet theft, as the penalties often do not match the seriousness of the act. The proposed Bill aims to rectify this by establishing pet abduction as a distinct offence. This change would serve as a deterrent to potential offenders by imposing more severe penalties, thereby reducing the likelihood of such crimes. By doing so, the Bill seeks to enhance the legal protection of pets and ensure that crimes against them are taken seriously.	At the outset, I pay tribute to all colleagues who took part in the debate, which has been tremendous, showing so much knowledge, expertise and love of our pets. We have had cross-party support, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining in. I thank them for their support.   I also thank all our colleagues for their support: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who did such a great job on the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who raised that issue of widening this legislation to other animals in the future—she knows that is an option in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who has great knowledge and expertise, having taken through Finn’s Law, which we have heard about; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is coming up, but I want to say that the microchipping reform we plan to take forward will contribute to addressing some of his Bill’s aims, so I hope that gives him some assurance.
238	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,2	Currently, there is little under the law to deter criminals who seek to profit from the sale of stolen pets or use them as leverage in personal disputes. The penalties for pet theft are often minimal, and do not reflect the severity of the emotional turmoil inflicted on the pet and its family. This really does need to change, and the Bill seeks to address precisely that need. By making pet abduction a specific offence, we are sending the clear message that our society values the unique role that pets play in our lives, and providing a deterrent to those who might consider pet abduction a low-risk, high-reward crime. Indeed, by imposing stiffer penalties, we can dissuade potential offenders and protect our beloved animals. This is not just about punishment; it is also about prevention and protection.	At the outset, I want to express my heartfelt gratitude to all my colleagues who passionately participated in the debate, which has been nothing short of inspiring, showcasing a deep well of knowledge, expertise, and genuine affection for our beloved pets. We've witnessed an incredible show of unity, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining hands across party lines. I sincerely thank them for their unwavering support. I also want to extend my heartfelt appreciation to all our colleagues for their commitment: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who poured his heart into the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who passionately advocated for the expansion of this legislation to protect other animals in the future—she knows that is a possibility in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), whose profound knowledge and dedication were evident as he championed Finn’s Law; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is on the horizon, but I want to reassure him that the microchipping reform we are advancing will fulfill some of the heartfelt aspirations of his Bill, and I hope that gives him comfort and assurance.
281	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	2,0	The Bill is a beacon of hope for pet owners, introducing strong defenses of lawful authority and reasonable excuse, but what truly sets it apart are the severe penalties it imposes. Imagine the relief of knowing that the abduction of our cherished companions will be met with up to five years in prison, a punishment that echoes the gravity of animal welfare offences under the Animal Welfare Act 2006 and the Welfare of Animals (Northern Ireland) Act 2011. This legislation sends a powerful message that our furry friends' safety is a priority. Currently, the Bill embraces our beloved cats and dogs, but it holds the potential to extend its loving arms to other species should the need arise. While it applies to England and Northern Ireland, there's a heartfelt hope that the devolved Governments will take inspiration and enact similar laws, ensuring that this essential measure of compassion and protection envelops our entire nation.	Some might naively think that the theft of dogs in particular is an ad hoc thing done on the spur of the moment, but I am afraid that is not the case. There is evidence of organised criminality and the taking of animals that are seen to have a value. That was uncovered during the work of the taskforce. Policymakers, including me, contemplated introducing legislation to criminalise dog abduction with a power in the proposed Bill to extend it to other types of animal. I am glad that we have gone further today in having a specific offence of cat abduction. Although such behaviour seems less prevalent, there is no doubt that it happens. There are cats of very high value and people see potential money to be made. There are examples of that happening, sadly. Rather than waiting to do something, it is right that we take action to protect cats as well. The provision in the Bill to extend the type of offence to other animals is welcome. It gives lawmakers the flexibility to do that through secondary legislation.
281	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,1	Some might naively think that the theft of dogs in particular is an ad hoc thing done on the spur of the moment, but I am afraid that is not the case. There is evidence of organised criminality and the taking of animals that are seen to have a value. That was uncovered during the work of the taskforce. Policymakers, including me, contemplated introducing legislation to criminalise dog abduction with a power in the proposed Bill to extend it to other types of animal. I am glad that we have gone further today in having a specific offence of cat abduction. Although such behaviour seems less prevalent, there is no doubt that it happens. There are cats of very high value and people see potential money to be made. There are examples of that happening, sadly. Rather than waiting to do something, it is right that we take action to protect cats as well. The provision in the Bill to extend the type of offence to other animals is welcome. It gives lawmakers the flexibility to do that through secondary legislation.	The Bill includes defences of lawful authority and reasonable excuse. It also introduces tough penalties of a fine and/or up to five years in prison, a term which is comparable with provisions for animal welfare offences under the Animal Welfare Act 2006 and the Welfare of Animals (Northern Ireland) Act 2011. The sanctions will lay down a vital marker that the abduction of beloved pets will be punished appropriately. At the moment, the Bill covers only cats and dogs, but there are enabling powers in it so that it can be amended to cover other species of animals if the need arises. The Bill applies to England and Northern Ireland only, as these issues are quite rightly matters for the devolved Governments. I hope they will implement similar legislation, so that this crucial animal welfare measure covers the whole of our country.
281	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	3,2	Some individuals may think that dog theft is a spontaneous act, but evidence suggests it is a form of organized crime targeting animals perceived as valuable. A taskforce has highlighted this issue, leading policymakers to consider legislation to criminalize dog abduction, with provisions to extend this to other animals. Recently, a specific offense for cat abduction has been introduced, acknowledging that while less common, it occurs due to the high value of some cats. This legislation allows for the possibility of expanding protections to other animals through secondary legislation, offering flexibility in addressing this issue.	The Bill is a beacon of hope for pet owners, introducing strong defenses of lawful authority and reasonable excuse, but what truly sets it apart are the severe penalties it imposes. Imagine the relief of knowing that the abduction of our cherished companions will be met with up to five years in prison, a punishment that echoes the gravity of animal welfare offences under the Animal Welfare Act 2006 and the Welfare of Animals (Northern Ireland) Act 2011. This legislation sends a powerful message that our furry friends' safety is a priority. Currently, the Bill embraces our beloved cats and dogs, but it holds the potential to extend its loving arms to other species should the need arise. While it applies to England and Northern Ireland, there's a heartfelt hope that the devolved Governments will take inspiration and enact similar laws, ensuring that this essential measure of compassion and protection envelops our entire nation.
281	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	3,1	Some individuals may think that dog theft is a spontaneous act, but evidence suggests it is a form of organized crime targeting animals perceived as valuable. A taskforce has highlighted this issue, leading policymakers to consider legislation to criminalize dog abduction, with provisions to extend this to other animals. Recently, a specific offense for cat abduction has been introduced, acknowledging that while less common, it occurs due to the high value of some cats. This legislation allows for the possibility of expanding protections to other animals through secondary legislation, offering flexibility in addressing this issue.	The Bill includes defences of lawful authority and reasonable excuse. It also introduces tough penalties of a fine and/or up to five years in prison, a term which is comparable with provisions for animal welfare offences under the Animal Welfare Act 2006 and the Welfare of Animals (Northern Ireland) Act 2011. The sanctions will lay down a vital marker that the abduction of beloved pets will be punished appropriately. At the moment, the Bill covers only cats and dogs, but there are enabling powers in it so that it can be amended to cover other species of animals if the need arises. The Bill applies to England and Northern Ireland only, as these issues are quite rightly matters for the devolved Governments. I hope they will implement similar legislation, so that this crucial animal welfare measure covers the whole of our country.
282	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	1,0	At the outset, I pay tribute to all colleagues who took part in the debate, which has been tremendous, showing so much knowledge, expertise and love of our pets. We have had cross-party support, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining in. I thank them for their support.   I also thank all our colleagues for their support: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who did such a great job on the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who raised that issue of widening this legislation to other animals in the future—she knows that is an option in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who has great knowledge and expertise, having taken through Finn’s Law, which we have heard about; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is coming up, but I want to say that the microchipping reform we plan to take forward will contribute to addressing some of his Bill’s aims, so I hope that gives him some assurance.	Some might naively think that the theft of dogs in particular is an ad hoc thing done on the spur of the moment, but I am afraid that is not the case. There is evidence of organised criminality and the taking of animals that are seen to have a value. That was uncovered during the work of the taskforce. Policymakers, including me, contemplated introducing legislation to criminalise dog abduction with a power in the proposed Bill to extend it to other types of animal. I am glad that we have gone further today in having a specific offence of cat abduction. Although such behaviour seems less prevalent, there is no doubt that it happens. There are cats of very high value and people see potential money to be made. There are examples of that happening, sadly. Rather than waiting to do something, it is right that we take action to protect cats as well. The provision in the Bill to extend the type of offence to other animals is welcome. It gives lawmakers the flexibility to do that through secondary legislation.
282	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	2,0	At the outset, I want to express my heartfelt gratitude to all my colleagues who passionately participated in the debate, which has been nothing short of inspiring, showcasing a deep well of knowledge, expertise, and genuine affection for our beloved pets. We've witnessed an incredible show of unity, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining hands across party lines. I sincerely thank them for their unwavering support. I also want to extend my heartfelt appreciation to all our colleagues for their commitment: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who poured his heart into the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who passionately advocated for the expansion of this legislation to protect other animals in the future—she knows that is a possibility in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), whose profound knowledge and dedication were evident as he championed Finn’s Law; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is on the horizon, but I want to reassure him that the microchipping reform we are advancing will fulfill some of the heartfelt aspirations of his Bill, and I hope that gives him comfort and assurance.	Some might naively think that the theft of dogs in particular is an ad hoc thing done on the spur of the moment, but I am afraid that is not the case. There is evidence of organised criminality and the taking of animals that are seen to have a value. That was uncovered during the work of the taskforce. Policymakers, including me, contemplated introducing legislation to criminalise dog abduction with a power in the proposed Bill to extend it to other types of animal. I am glad that we have gone further today in having a specific offence of cat abduction. Although such behaviour seems less prevalent, there is no doubt that it happens. There are cats of very high value and people see potential money to be made. There are examples of that happening, sadly. Rather than waiting to do something, it is right that we take action to protect cats as well. The provision in the Bill to extend the type of offence to other animals is welcome. It gives lawmakers the flexibility to do that through secondary legislation.
282	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	1,3	At the outset, I pay tribute to all colleagues who took part in the debate, which has been tremendous, showing so much knowledge, expertise and love of our pets. We have had cross-party support, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining in. I thank them for their support.   I also thank all our colleagues for their support: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who did such a great job on the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who raised that issue of widening this legislation to other animals in the future—she knows that is an option in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who has great knowledge and expertise, having taken through Finn’s Law, which we have heard about; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is coming up, but I want to say that the microchipping reform we plan to take forward will contribute to addressing some of his Bill’s aims, so I hope that gives him some assurance.	Some individuals may think that dog theft is a spontaneous act, but evidence suggests it is a form of organized crime targeting animals perceived as valuable. A taskforce has highlighted this issue, leading policymakers to consider legislation to criminalize dog abduction, with provisions to extend this to other animals. Recently, a specific offense for cat abduction has been introduced, acknowledging that while less common, it occurs due to the high value of some cats. This legislation allows for the possibility of expanding protections to other animals through secondary legislation, offering flexibility in addressing this issue.
282	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	2,3	At the outset, I want to express my heartfelt gratitude to all my colleagues who passionately participated in the debate, which has been nothing short of inspiring, showcasing a deep well of knowledge, expertise, and genuine affection for our beloved pets. We've witnessed an incredible show of unity, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining hands across party lines. I sincerely thank them for their unwavering support. I also want to extend my heartfelt appreciation to all our colleagues for their commitment: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who poured his heart into the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who passionately advocated for the expansion of this legislation to protect other animals in the future—she knows that is a possibility in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), whose profound knowledge and dedication were evident as he championed Finn’s Law; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is on the horizon, but I want to reassure him that the microchipping reform we are advancing will fulfill some of the heartfelt aspirations of his Bill, and I hope that gives him comfort and assurance.	Some individuals may think that dog theft is a spontaneous act, but evidence suggests it is a form of organized crime targeting animals perceived as valuable. A taskforce has highlighted this issue, leading policymakers to consider legislation to criminalize dog abduction, with provisions to extend this to other animals. Recently, a specific offense for cat abduction has been introduced, acknowledging that while less common, it occurs due to the high value of some cats. This legislation allows for the possibility of expanding protections to other animals through secondary legislation, offering flexibility in addressing this issue.
315	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	2,0	At the outset, I want to express my heartfelt gratitude to all my colleagues who passionately participated in the debate, which has been nothing short of inspiring, showcasing a deep well of knowledge, expertise, and genuine affection for our beloved pets. We've witnessed an incredible show of unity, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining hands across party lines. I sincerely thank them for their unwavering support. I also want to extend my heartfelt appreciation to all our colleagues for their commitment: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who poured his heart into the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who passionately advocated for the expansion of this legislation to protect other animals in the future—she knows that is a possibility in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), whose profound knowledge and dedication were evident as he championed Finn’s Law; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is on the horizon, but I want to reassure him that the microchipping reform we are advancing will fulfill some of the heartfelt aspirations of his Bill, and I hope that gives him comfort and assurance.	We digress.   Debbie Matthews founded SAMPA—the Stolen and Missing Pets Alliance—after having a very similar experience, when her two dogs were stolen from a supermarket, as did Toni Clarke, who founded Pet Theft Awareness after her beautiful Siamese cat, Clooney, was stolen. The common thread that runs through all these stories is that the police response was practically non-existent. In Debbie’s case, the police told her that there was no point in them coming because nothing of value had been stolen from her car. Helen, who reported the incident of the cats I mentioned previously, was told by the police that they do not even consider a cat a possession. Of course, the approach varies across police forces—that is one problem that my Bill seeks to address—but that is simply not right and it has to change; and with this Bill, it will.
315	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	3,2	Debbie Matthews established the Stolen and Missing Pets Alliance (SAMPA) after her dogs were taken from a supermarket. Similarly, Toni Clarke started Pet Theft Awareness following the theft of her Siamese cat, Clooney. In these instances, the police response was minimal. For example, Debbie was informed by the police that they saw no reason to investigate as nothing valuable was taken from her car. Likewise, Helen, who reported a cat theft, was told that cats are not considered possessions. Police responses vary, which is a problem that the proposed Bill aims to resolve. This Bill intends to address these inconsistencies.	At the outset, I want to express my heartfelt gratitude to all my colleagues who passionately participated in the debate, which has been nothing short of inspiring, showcasing a deep well of knowledge, expertise, and genuine affection for our beloved pets. We've witnessed an incredible show of unity, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining hands across party lines. I sincerely thank them for their unwavering support. I also want to extend my heartfelt appreciation to all our colleagues for their commitment: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who poured his heart into the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who passionately advocated for the expansion of this legislation to protect other animals in the future—she knows that is a possibility in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), whose profound knowledge and dedication were evident as he championed Finn’s Law; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is on the horizon, but I want to reassure him that the microchipping reform we are advancing will fulfill some of the heartfelt aspirations of his Bill, and I hope that gives him comfort and assurance.
315	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	1,3	At the outset, I pay tribute to all colleagues who took part in the debate, which has been tremendous, showing so much knowledge, expertise and love of our pets. We have had cross-party support, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining in. I thank them for their support.   I also thank all our colleagues for their support: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who did such a great job on the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who raised that issue of widening this legislation to other animals in the future—she knows that is an option in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who has great knowledge and expertise, having taken through Finn’s Law, which we have heard about; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is coming up, but I want to say that the microchipping reform we plan to take forward will contribute to addressing some of his Bill’s aims, so I hope that gives him some assurance.	Debbie Matthews established the Stolen and Missing Pets Alliance (SAMPA) after her dogs were taken from a supermarket. Similarly, Toni Clarke started Pet Theft Awareness following the theft of her Siamese cat, Clooney. In these instances, the police response was minimal. For example, Debbie was informed by the police that they saw no reason to investigate as nothing valuable was taken from her car. Likewise, Helen, who reported a cat theft, was told that cats are not considered possessions. Police responses vary, which is a problem that the proposed Bill aims to resolve. This Bill intends to address these inconsistencies.
315	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,1	We digress.   Debbie Matthews founded SAMPA—the Stolen and Missing Pets Alliance—after having a very similar experience, when her two dogs were stolen from a supermarket, as did Toni Clarke, who founded Pet Theft Awareness after her beautiful Siamese cat, Clooney, was stolen. The common thread that runs through all these stories is that the police response was practically non-existent. In Debbie’s case, the police told her that there was no point in them coming because nothing of value had been stolen from her car. Helen, who reported the incident of the cats I mentioned previously, was told by the police that they do not even consider a cat a possession. Of course, the approach varies across police forces—that is one problem that my Bill seeks to address—but that is simply not right and it has to change; and with this Bill, it will.	At the outset, I pay tribute to all colleagues who took part in the debate, which has been tremendous, showing so much knowledge, expertise and love of our pets. We have had cross-party support, with the hon. Members for Walthamstow (Stella Creasy) and for West Ham (Ms Brown) joining in. I thank them for their support.   I also thank all our colleagues for their support: my right hon. and learned Friend the Member for South Swindon (Sir Robert Buckland), who did such a great job on the pet theft taskforce; my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), who raised that issue of widening this legislation to other animals in the future—she knows that is an option in the Bill; my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who has great knowledge and expertise, having taken through Finn’s Law, which we have heard about; and my hon. Friend the Member for Bury North (James Daly). I know his Pets (Microchips) Bill is coming up, but I want to say that the microchipping reform we plan to take forward will contribute to addressing some of his Bill’s aims, so I hope that gives him some assurance.
418	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	2,3	I understand that time is limited, but I must express my disappointment, yet not surprise, at the shadow Minister, the hon. Member for Cambridge (Daniel Zeichner), bringing up the Animal Welfare (Kept Animals) Bill. This issue resonates deeply with the hearts of the people in our nation, who hold the well-being of animals close to their souls. It was a promise we made with genuine conviction in our 2019 manifesto, and the thought of not advancing the Bill as a whole is disheartening. However, rest assured, we are passionately committed to addressing the crucial aspects of that Bill, ensuring that the spirit of compassion and care for animals is not lost in fragmented efforts.	During the pandemic, breeders were unable to continue breeding dogs while the demand for puppies and companionship increased significantly, leading to an increase in pet theft, especially of dogs. This rise in theft prompted the establishment of the cross-Government pet theft taskforce in May 2021. It is crucial to note that although this is a political issue, it is not intended to be a partisan one. The Bill has received widespread support from various members of the House.
418	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	1,3	I do not have much time, but I was not surprised that the shadow Minister, the hon. Member for Cambridge (Daniel Zeichner), raised the Animal Welfare (Kept Animals) Bill, and that gives me the opportunity to talk about it. We are aware of how important animal welfare is to the people in this nation, which is why it is such a priority for the Government. That Bill was a huge priority in our manifesto 2019, as he will know, and although the Animal Welfare (Kept Animals) Bill as such is not being taken forward, it is far from the case that we are dealing with items from that Bill in drips and drabs.	During the pandemic, breeders were unable to continue breeding dogs while the demand for puppies and companionship increased significantly, leading to an increase in pet theft, especially of dogs. This rise in theft prompted the establishment of the cross-Government pet theft taskforce in May 2021. It is crucial to note that although this is a political issue, it is not intended to be a partisan one. The Bill has received widespread support from various members of the House.
418	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,1	Public interest intensified during the pandemic, when breeders could not breed dogs but the demand for puppies and companionship soared, and we had a paradise for callous criminals who wanted to steal other people’s pets. That perfect storm of callous criminality caused a spike in pet theft, particularly of dogs, which led to the launch of the cross-Government pet theft taskforce in May 2021. It is important to stress that although this is a political issue, it is not, I hope, a party political one. The Bill has huge support from right across the House, for which I am very grateful.	I do not have much time, but I was not surprised that the shadow Minister, the hon. Member for Cambridge (Daniel Zeichner), raised the Animal Welfare (Kept Animals) Bill, and that gives me the opportunity to talk about it. We are aware of how important animal welfare is to the people in this nation, which is why it is such a priority for the Government. That Bill was a huge priority in our manifesto 2019, as he will know, and although the Animal Welfare (Kept Animals) Bill as such is not being taken forward, it is far from the case that we are dealing with items from that Bill in drips and drabs.
418	A Bill to create offences of dog abduction and cat abduction and to confer a power to make corresponding provision relating to the abduction of other animals commonly kept as pets.	0,2	Public interest intensified during the pandemic, when breeders could not breed dogs but the demand for puppies and companionship soared, and we had a paradise for callous criminals who wanted to steal other people’s pets. That perfect storm of callous criminality caused a spike in pet theft, particularly of dogs, which led to the launch of the cross-Government pet theft taskforce in May 2021. It is important to stress that although this is a political issue, it is not, I hope, a party political one. The Bill has huge support from right across the House, for which I am very grateful.	I understand that time is limited, but I must express my disappointment, yet not surprise, at the shadow Minister, the hon. Member for Cambridge (Daniel Zeichner), bringing up the Animal Welfare (Kept Animals) Bill. This issue resonates deeply with the hearts of the people in our nation, who hold the well-being of animals close to their souls. It was a promise we made with genuine conviction in our 2019 manifesto, and the thought of not advancing the Bill as a whole is disheartening. However, rest assured, we are passionately committed to addressing the crucial aspects of that Bill, ensuring that the spirit of compassion and care for animals is not lost in fragmented efforts.
