index	ids	topic	specific_topic	arg1	arg2
341	1,0	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	Sie treten im Gestus des Vorwurfs und der Anklage gegen die Bundesregierung auf, sozusagen: Ich klage an. – Ich drehe aber den Spieß mal um und sage meinerseits: Ich klage an. – Denn wenn Sie die Durchsetzung des Rechtsstaates einfordern, dann gilt das ja wohl auch für geflüchtete und geduldete Menschen. Ein gutes Stichwort ist Gütersloh. Dort wurde am 8. März 2023 vom Verwaltungsgericht Minden entschieden, dass aufgrund eines Asylfolgeantrags von aufenthaltsbeendenden Maßnahmen, also Abschiebung, abzusehen sei. Davon informierte das Gericht umgehend den Kreis Gütersloh. Auch der Rechtsanwalt des Betroffenen informierte den Kreis. Gleichwohl wurde am Folgetag mit diesem Wissen eine Abschiebung initiiert und nur durch Zufall auf dem Weg zum Flugzeug noch gestoppt.	Wir achten die Menschenrechte und nicht zuletzt auch die Verfahrensrechte, und, liebe Kolleginnen und Kollegen der Union, Deutschland kooperiert nicht mit den Taliban. Abschottung und Abschreckung haben nichts mit den tatsächlichen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden zu tun. Das gilt auch für den Ruf nach mehr Abschiebungen. Menschen, deren Asylantrag abgelehnt wurde, sind aus den verschiedensten Gründen geduldet: weil sie sich in einer Ausbildungsduldung befinden – die haben Sie eingeführt, meine Damen und Herren –, weil sie von ihren Botschaften schlichtweg keine Pässe erhalten können – die Zahl der Menschen aus Eritrea ist auch nicht gering –, weil es von den Bundesländern einen faktischen Stopp von Abschiebungen zum Beispiel nach Syrien, in den Iran und nach Afghanistan gibt. Der Großteil darunter sind im Übrigen Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Wir brauchen darauf eine politische Antwort, die Chancen bietet und letztendlich für uns alle Perspektiven öffnet.
341	2,3	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	Es ist einfach unglaublich, wie die Bundesregierung in einem Anflug von Anklage und Vorwurf auftritt, als wäre sie selbst unantastbar. Doch ich drehe den Spieß um und sage voller Empörung: Ich klage an! Wenn Sie den Rechtsstaat für sich beanspruchen, dann muss dieser auch für geflüchtete und geduldete Menschen gelten! Nehmen wir das Beispiel aus Gütersloh: Am 8. März 2023 entschied das Verwaltungsgericht Minden, dass eine Abschiebung aufgrund eines Asylfolgeantrags nicht stattfinden darf. Diese wichtige Information wurde sofort an den Kreis Gütersloh weitergegeben. Der Anwalt des Betroffenen tat dasselbe. Trotzdem wurde am nächsten Tag, trotz dieses Wissens, eine Abschiebung eingeleitet, die nur durch einen glücklichen Zufall noch gestoppt werden konnte. Wie kann man da nicht wütend werden?	Die Achtung der Menschenrechte und Verfahrensrechte ist von Bedeutung, und es ist festzustellen, dass Deutschland keine Zusammenarbeit mit den Taliban eingeht. Maßnahmen wie Abschottung und Abschreckung stehen nicht im Einklang mit den praktischen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden. Dies betrifft auch die Forderung nach verstärkten Abschiebungen. Personen, deren Asylantrag abgelehnt wurde, erhalten aus verschiedenen Gründen Duldung: sei es wegen einer Ausbildungsduldung, weil sie keine Pässe von ihren Botschaften erhalten können, oder aufgrund eines faktischen Abschiebestopps der Bundesländer in Länder wie Syrien, Iran und Afghanistan. Ein erheblicher Anteil dieser Personen sind Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Eine politische Lösung ist erforderlich, um Chancen und Perspektiven für alle zu schaffen.
341	0,2	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	Wir achten die Menschenrechte und nicht zuletzt auch die Verfahrensrechte, und, liebe Kolleginnen und Kollegen der Union, Deutschland kooperiert nicht mit den Taliban. Abschottung und Abschreckung haben nichts mit den tatsächlichen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden zu tun. Das gilt auch für den Ruf nach mehr Abschiebungen. Menschen, deren Asylantrag abgelehnt wurde, sind aus den verschiedensten Gründen geduldet: weil sie sich in einer Ausbildungsduldung befinden – die haben Sie eingeführt, meine Damen und Herren –, weil sie von ihren Botschaften schlichtweg keine Pässe erhalten können – die Zahl der Menschen aus Eritrea ist auch nicht gering –, weil es von den Bundesländern einen faktischen Stopp von Abschiebungen zum Beispiel nach Syrien, in den Iran und nach Afghanistan gibt. Der Großteil darunter sind im Übrigen Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Wir brauchen darauf eine politische Antwort, die Chancen bietet und letztendlich für uns alle Perspektiven öffnet.	Es ist einfach unglaublich, wie die Bundesregierung in einem Anflug von Anklage und Vorwurf auftritt, als wäre sie selbst unantastbar. Doch ich drehe den Spieß um und sage voller Empörung: Ich klage an! Wenn Sie den Rechtsstaat für sich beanspruchen, dann muss dieser auch für geflüchtete und geduldete Menschen gelten! Nehmen wir das Beispiel aus Gütersloh: Am 8. März 2023 entschied das Verwaltungsgericht Minden, dass eine Abschiebung aufgrund eines Asylfolgeantrags nicht stattfinden darf. Diese wichtige Information wurde sofort an den Kreis Gütersloh weitergegeben. Der Anwalt des Betroffenen tat dasselbe. Trotzdem wurde am nächsten Tag, trotz dieses Wissens, eine Abschiebung eingeleitet, die nur durch einen glücklichen Zufall noch gestoppt werden konnte. Wie kann man da nicht wütend werden?
363	0,1	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	Wir achten die Menschenrechte und nicht zuletzt auch die Verfahrensrechte, und, liebe Kolleginnen und Kollegen der Union, Deutschland kooperiert nicht mit den Taliban. Abschottung und Abschreckung haben nichts mit den tatsächlichen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden zu tun. Das gilt auch für den Ruf nach mehr Abschiebungen. Menschen, deren Asylantrag abgelehnt wurde, sind aus den verschiedensten Gründen geduldet: weil sie sich in einer Ausbildungsduldung befinden – die haben Sie eingeführt, meine Damen und Herren –, weil sie von ihren Botschaften schlichtweg keine Pässe erhalten können – die Zahl der Menschen aus Eritrea ist auch nicht gering –, weil es von den Bundesländern einen faktischen Stopp von Abschiebungen zum Beispiel nach Syrien, in den Iran und nach Afghanistan gibt. Der Großteil darunter sind im Übrigen Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Wir brauchen darauf eine politische Antwort, die Chancen bietet und letztendlich für uns alle Perspektiven öffnet.	In den letzten mir verbleibenden wenigen Sekunden vielleicht noch ein Punkt zu dem, was ich in Ihrem Antrag vermisse. Ich vermisse das, was Kollege Lindh auch schon ansprach: gesunden Realismus, gesunden Pragmatismus. Wir haben von Ihrer Regierung 300 000 vollziehbar Ausreisepflichtige sozusagen geerbt. Viele davon sind seit fünf, sechs, sieben oder acht Jahren hier im Land. Und wenn ich feststelle, dass jemand in all diesen Jahren von Ihnen nicht abgeschoben werden konnte, dann ist doch die Wahrscheinlichkeit, dass die Abschiebung in den nächsten Jahren gelingt, auch nicht gerade hoch. Dann ist es doch viel sinnvoller – das ist mein letztes Wort –, all die Energie, die man vergebens in Abschiebeversuche steckt, so zu investieren, dass die Menschen besser integriert werden, dass sie hier arbeiten und auf eigenen Beinen stehen. Das war schon das letzte Wort, lieber Herr Thomae. Das ist doch sinnvoll, pragmatisch und realistisch. Das war mein letztes Wort. Ich bedanke mich, Frau Präsidentin.
363	2,3	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	In den letzten Momenten, die mir noch bleiben, möchte ich einen wesentlichen Punkt ansprechen, der mir in Ihrem Antrag fehlt. Was fehlt, ist der gesunde Realismus und Pragmatismus, den auch Kollege Lindh bereits angesprochen hat. Wir haben von Ihrer Regierung die Verantwortung für 300.000 Menschen übernommen, die eigentlich ausreisen sollten. Viele von ihnen sind seit fünf, sechs, sieben oder sogar acht Jahren in diesem Land. Wenn ich sehe, dass es in all diesen Jahren nicht gelungen ist, diese Menschen abzuschieben, dann ist die Wahrscheinlichkeit, dass dies in den nächsten Jahren gelingt, doch sehr gering. Wäre es nicht viel sinnvoller – und das ist mein eindringlicher Appell –, die Energie, die in erfolglose Abschiebeversuche gesteckt wird, stattdessen darauf zu verwenden, diese Menschen besser zu integrieren? Lassen Sie uns ihnen helfen, hier zu arbeiten und ein selbstbestimmtes Leben zu führen. Das ist doch der wahre Sinn von Pragmatismus und Realismus. Ich appelliere an Sie, Herr Thomae, und bedanke mich herzlich, Frau Präsidentin.	Die Achtung der Menschenrechte und Verfahrensrechte ist von Bedeutung, und es ist festzustellen, dass Deutschland keine Zusammenarbeit mit den Taliban eingeht. Maßnahmen wie Abschottung und Abschreckung stehen nicht im Einklang mit den praktischen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden. Dies betrifft auch die Forderung nach verstärkten Abschiebungen. Personen, deren Asylantrag abgelehnt wurde, erhalten aus verschiedenen Gründen Duldung: sei es wegen einer Ausbildungsduldung, weil sie keine Pässe von ihren Botschaften erhalten können, oder aufgrund eines faktischen Abschiebestopps der Bundesländer in Länder wie Syrien, Iran und Afghanistan. Ein erheblicher Anteil dieser Personen sind Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Eine politische Lösung ist erforderlich, um Chancen und Perspektiven für alle zu schaffen.
363	1,3	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	In den letzten mir verbleibenden wenigen Sekunden vielleicht noch ein Punkt zu dem, was ich in Ihrem Antrag vermisse. Ich vermisse das, was Kollege Lindh auch schon ansprach: gesunden Realismus, gesunden Pragmatismus. Wir haben von Ihrer Regierung 300 000 vollziehbar Ausreisepflichtige sozusagen geerbt. Viele davon sind seit fünf, sechs, sieben oder acht Jahren hier im Land. Und wenn ich feststelle, dass jemand in all diesen Jahren von Ihnen nicht abgeschoben werden konnte, dann ist doch die Wahrscheinlichkeit, dass die Abschiebung in den nächsten Jahren gelingt, auch nicht gerade hoch. Dann ist es doch viel sinnvoller – das ist mein letztes Wort –, all die Energie, die man vergebens in Abschiebeversuche steckt, so zu investieren, dass die Menschen besser integriert werden, dass sie hier arbeiten und auf eigenen Beinen stehen. Das war schon das letzte Wort, lieber Herr Thomae. Das ist doch sinnvoll, pragmatisch und realistisch. Das war mein letztes Wort. Ich bedanke mich, Frau Präsidentin.	Die Achtung der Menschenrechte und Verfahrensrechte ist von Bedeutung, und es ist festzustellen, dass Deutschland keine Zusammenarbeit mit den Taliban eingeht. Maßnahmen wie Abschottung und Abschreckung stehen nicht im Einklang mit den praktischen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden. Dies betrifft auch die Forderung nach verstärkten Abschiebungen. Personen, deren Asylantrag abgelehnt wurde, erhalten aus verschiedenen Gründen Duldung: sei es wegen einer Ausbildungsduldung, weil sie keine Pässe von ihren Botschaften erhalten können, oder aufgrund eines faktischen Abschiebestopps der Bundesländer in Länder wie Syrien, Iran und Afghanistan. Ein erheblicher Anteil dieser Personen sind Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Eine politische Lösung ist erforderlich, um Chancen und Perspektiven für alle zu schaffen.
363	0,2	"Tagesordnungspunkt 4
a) Antrag der Fraktion der CDU/CSU: Abschiebehürden beseitigen, Ausreisepflichten konsequent durchsetzen
b) Antrag der Abgeordneten Dr. Gottfried Curio, Dr. Bernd Baumann, Martin Hess, weiterer Abgeordneter und der Fraktion der AfD: Die Zeitenwende in der Migrationspolitik mit einer Rückführungsoffensive 2023 einleiten"	Geduldete Ausreisepflichtige, die nicht in ihre Herkunftsländer zurückkehren können, müssen in Deutschland besser integriert werden	Wir achten die Menschenrechte und nicht zuletzt auch die Verfahrensrechte, und, liebe Kolleginnen und Kollegen der Union, Deutschland kooperiert nicht mit den Taliban. Abschottung und Abschreckung haben nichts mit den tatsächlichen Herausforderungen bei der Aufnahme, Versorgung und Integration von Schutzsuchenden zu tun. Das gilt auch für den Ruf nach mehr Abschiebungen. Menschen, deren Asylantrag abgelehnt wurde, sind aus den verschiedensten Gründen geduldet: weil sie sich in einer Ausbildungsduldung befinden – die haben Sie eingeführt, meine Damen und Herren –, weil sie von ihren Botschaften schlichtweg keine Pässe erhalten können – die Zahl der Menschen aus Eritrea ist auch nicht gering –, weil es von den Bundesländern einen faktischen Stopp von Abschiebungen zum Beispiel nach Syrien, in den Iran und nach Afghanistan gibt. Der Großteil darunter sind im Übrigen Kinder, Jugendliche und Menschen im erwerbsfähigen Alter. Wir brauchen darauf eine politische Antwort, die Chancen bietet und letztendlich für uns alle Perspektiven öffnet.	In den letzten Momenten, die mir noch bleiben, möchte ich einen wesentlichen Punkt ansprechen, der mir in Ihrem Antrag fehlt. Was fehlt, ist der gesunde Realismus und Pragmatismus, den auch Kollege Lindh bereits angesprochen hat. Wir haben von Ihrer Regierung die Verantwortung für 300.000 Menschen übernommen, die eigentlich ausreisen sollten. Viele von ihnen sind seit fünf, sechs, sieben oder sogar acht Jahren in diesem Land. Wenn ich sehe, dass es in all diesen Jahren nicht gelungen ist, diese Menschen abzuschieben, dann ist die Wahrscheinlichkeit, dass dies in den nächsten Jahren gelingt, doch sehr gering. Wäre es nicht viel sinnvoller – und das ist mein eindringlicher Appell –, die Energie, die in erfolglose Abschiebeversuche gesteckt wird, stattdessen darauf zu verwenden, diese Menschen besser zu integrieren? Lassen Sie uns ihnen helfen, hier zu arbeiten und ein selbstbestimmtes Leben zu führen. Das ist doch der wahre Sinn von Pragmatismus und Realismus. Ich appelliere an Sie, Herr Thomae, und bedanke mich herzlich, Frau Präsidentin.
365	0,1	Tagesordnungspunkt 16 Antrag der Fraktion der CDU/CSU: Strenge Sanktionen gegen Russland und Belarus im Agrarbereich einführen	Sanktionen gegen Russland und Belarus, die zu einem früheren Zeitpunkt die Zivilgesellschaft zu stark getroffen hätten, sollen nun erhoben werden	Jetzt fordern wir Sanktionen. Der eine oder andere wird fragen: Warum fordert ihr jetzt Sanktionen? Warum habt ihr nicht gleich von Anfang an Sanktionen gefordert? Da lohnt sich ein Blick zurück: Als dieser schreckliche Krieg ausgebrochen ist, haben wir an den Märkten dramatische Preisexplosionen bei den Agrarrohstoffen gesehen. Der Preis für Weizen hat sich zum Beispiel von 220 Euro pro Tonne auf über 400 Euro pro Tonne erhöht. Uns war es wichtig, die humanitäre Katastrophe nicht noch zu verschärfen; denn gerade auf dem afrikanischen Kontinent können sich die Menschen eben kein teures Getreide leisten. Darum haben wir damals die Bundesregierung unterstützt und gesagt: Nein, wir fordern jetzt keine Sanktionen. Wir wollen kein Öl in diese humanitäre Katastrophe gießen. – Deshalb haben wir uns zurückgehalten.	Nun fordern die Damen und Herren von der Union ein vollumfängliches Importverbot für alle Agrargüter, Düngemittel und Lebensmittel aus Russland und Belarus. Solche Vorschläge klingen ja zunächst mal ganz gut, wenn man reaktiv-emotional arbeiten und handeln will. Die Lage, liebe Kolleginnen und Kollegen von der Union, ist aber komplizierter und die internationale Situation hochkomplex. Lassen Sie mich das kurz erläutern. Es gibt gute Gründe, warum die EU mit solchen Sanktionen bei genau dieser Situation so zurückhaltend reagiert hat; denn Ernährungssicherheit und Bezahlbarkeit von Lebensmitteln, so der Europäische Rat, sind die höchste Priorität für die EU-Staaten. Die Sanktionen der EU – und damit auch unsere eigenen – zielen nämlich darauf, Russlands Fähigkeit zur Finanzierung dieses Krieges – Sie haben es angesprochen – zu schwächen; aber sie richten sich insbesondere gegen die politische, militärische und wirtschaftliche Elite des Landes, die für die Invasion verantwortlich ist. Die restriktiven Maßnahmen sollen explizit nicht die russische Zivilgesellschaft treffen.
365	2,3	Tagesordnungspunkt 16 Antrag der Fraktion der CDU/CSU: Strenge Sanktionen gegen Russland und Belarus im Agrarbereich einführen	Sanktionen gegen Russland und Belarus, die zu einem früheren Zeitpunkt die Zivilgesellschaft zu stark getroffen hätten, sollen nun erhoben werden	Es mag ja verlockend erscheinen, Agrargüter, Düngemittel und Lebensmittel aus Russland und Belarus komplett zu verbieten. Doch, liebe Kolleginnen und Kollegen von der Union, wir dürfen nicht voreilig handeln, nur um unsere Empörung zu zeigen. Die Situation ist nicht einfach schwarz-weiß; sie ist ein kompliziertes Geflecht aus internationalen Beziehungen und wirtschaftlichen Abhängigkeiten. Die EU hat mit Bedacht gehandelt, um die Versorgungssicherheit und die Erschwinglichkeit von Lebensmitteln für alle Bürger zu gewährleisten. Diese Sanktionen sind gezielt gegen jene gerichtet, die den Krieg unterstützen und nicht gegen die unschuldige Bevölkerung, die ohnehin schon leidet. Wir müssen unseren Zorn lenken und mit Bedacht vorgehen, um die Gerechtigkeit zu wahren, ohne zusätzliche humanitäre Krisen zu verursachen.	Sanktionen werden nun als notwendig erachtet. Die Frage, warum sie nicht von Beginn an gefordert wurden, kann durch eine retrospektive Analyse beantwortet werden: Der Ausbruch des Krieges führte zu erheblichen Preissteigerungen bei Agrarrohstoffen, wie etwa Weizen, dessen Preis von 220 Euro pro Tonne auf über 400 Euro pro Tonne stieg. Um eine Verschärfung der humanitären Lage, insbesondere in Afrika, zu vermeiden, wo die Bevölkerung auf erschwingliche Nahrungsmittel angewiesen ist, wurde damals entschieden, keine Sanktionen zu unterstützen. Das Ziel war, die humanitäre Situation nicht weiter zu belasten.
365	0,2	Tagesordnungspunkt 16 Antrag der Fraktion der CDU/CSU: Strenge Sanktionen gegen Russland und Belarus im Agrarbereich einführen	Sanktionen gegen Russland und Belarus, die zu einem früheren Zeitpunkt die Zivilgesellschaft zu stark getroffen hätten, sollen nun erhoben werden	Jetzt fordern wir Sanktionen. Der eine oder andere wird fragen: Warum fordert ihr jetzt Sanktionen? Warum habt ihr nicht gleich von Anfang an Sanktionen gefordert? Da lohnt sich ein Blick zurück: Als dieser schreckliche Krieg ausgebrochen ist, haben wir an den Märkten dramatische Preisexplosionen bei den Agrarrohstoffen gesehen. Der Preis für Weizen hat sich zum Beispiel von 220 Euro pro Tonne auf über 400 Euro pro Tonne erhöht. Uns war es wichtig, die humanitäre Katastrophe nicht noch zu verschärfen; denn gerade auf dem afrikanischen Kontinent können sich die Menschen eben kein teures Getreide leisten. Darum haben wir damals die Bundesregierung unterstützt und gesagt: Nein, wir fordern jetzt keine Sanktionen. Wir wollen kein Öl in diese humanitäre Katastrophe gießen. – Deshalb haben wir uns zurückgehalten.	Es mag ja verlockend erscheinen, Agrargüter, Düngemittel und Lebensmittel aus Russland und Belarus komplett zu verbieten. Doch, liebe Kolleginnen und Kollegen von der Union, wir dürfen nicht voreilig handeln, nur um unsere Empörung zu zeigen. Die Situation ist nicht einfach schwarz-weiß; sie ist ein kompliziertes Geflecht aus internationalen Beziehungen und wirtschaftlichen Abhängigkeiten. Die EU hat mit Bedacht gehandelt, um die Versorgungssicherheit und die Erschwinglichkeit von Lebensmitteln für alle Bürger zu gewährleisten. Diese Sanktionen sind gezielt gegen jene gerichtet, die den Krieg unterstützen und nicht gegen die unschuldige Bevölkerung, die ohnehin schon leidet. Wir müssen unseren Zorn lenken und mit Bedacht vorgehen, um die Gerechtigkeit zu wahren, ohne zusätzliche humanitäre Krisen zu verursachen.
365	1,3	Tagesordnungspunkt 16 Antrag der Fraktion der CDU/CSU: Strenge Sanktionen gegen Russland und Belarus im Agrarbereich einführen	Sanktionen gegen Russland und Belarus, die zu einem früheren Zeitpunkt die Zivilgesellschaft zu stark getroffen hätten, sollen nun erhoben werden	Nun fordern die Damen und Herren von der Union ein vollumfängliches Importverbot für alle Agrargüter, Düngemittel und Lebensmittel aus Russland und Belarus. Solche Vorschläge klingen ja zunächst mal ganz gut, wenn man reaktiv-emotional arbeiten und handeln will. Die Lage, liebe Kolleginnen und Kollegen von der Union, ist aber komplizierter und die internationale Situation hochkomplex. Lassen Sie mich das kurz erläutern. Es gibt gute Gründe, warum die EU mit solchen Sanktionen bei genau dieser Situation so zurückhaltend reagiert hat; denn Ernährungssicherheit und Bezahlbarkeit von Lebensmitteln, so der Europäische Rat, sind die höchste Priorität für die EU-Staaten. Die Sanktionen der EU – und damit auch unsere eigenen – zielen nämlich darauf, Russlands Fähigkeit zur Finanzierung dieses Krieges – Sie haben es angesprochen – zu schwächen; aber sie richten sich insbesondere gegen die politische, militärische und wirtschaftliche Elite des Landes, die für die Invasion verantwortlich ist. Die restriktiven Maßnahmen sollen explizit nicht die russische Zivilgesellschaft treffen.	Sanktionen werden nun als notwendig erachtet. Die Frage, warum sie nicht von Beginn an gefordert wurden, kann durch eine retrospektive Analyse beantwortet werden: Der Ausbruch des Krieges führte zu erheblichen Preissteigerungen bei Agrarrohstoffen, wie etwa Weizen, dessen Preis von 220 Euro pro Tonne auf über 400 Euro pro Tonne stieg. Um eine Verschärfung der humanitären Lage, insbesondere in Afrika, zu vermeiden, wo die Bevölkerung auf erschwingliche Nahrungsmittel angewiesen ist, wurde damals entschieden, keine Sanktionen zu unterstützen. Das Ziel war, die humanitäre Situation nicht weiter zu belasten.
390	2,3	"Zusatzpunkt 10
Aktuelle Stunde auf Verlangen der Fraktionen SPD, BÜNDNIS 90/DIE GRÜNEN und FDP: Wehrhafte Demokratie in einem vielfältigen Land – Klare Kante gegen Demokratiefeinde und Vertreibungspläne"	Menschen mit Migrationshintergrund sind ein unverzichtbarer Teil der Gesellschaft und verdienen Schutz gegen Ausweisungspläne	In Anbetracht dieser Herausforderungen ist es absolut notwendig, all jene, die diese gefährlichen Umsturz- und Ausweisungsfantasien hegen, entschieden zu verurteilen. Ja, das ist absolut richtig! Aber das alleine genügt nicht, denn diese Fantasien, geboren aus der Verwirrung einiger weniger, sind nicht das, was unsere stolzen Institutionen und unser geliebtes Land zu Fall bringen kann. Herr Klingbeil, Sie haben in Ihrer eindringlichen Rede zutreffend betont, dass unser Land kraftvoll ist, dass unsere Institutionen mit unerschütterlicher Stärke und den notwendigen Mitteln ausgestattet sind, um gegen die Feinde unserer geschätzten Verfassung und unseres Staates vorzugehen. Besonders wichtig ist, dass diese Demokratie leidenschaftliche Unterstützer hat. Wir sehen in vielen Städten unseres Landes – wie Sie es treffend zitiert haben –, dass Menschen mit Überzeugung auf die Straßen gehen und sagen: Wir wollen unser Land so bewahren, wie wir es kennen und lieben gelernt haben. – Deshalb muss man deutlich sagen: Das ist eine ernsthafte Bedrohung. Man darf sie nicht unterschätzen, man muss sie mit Nachdruck angehen. Doch unsere staatlichen Institutionen sind stark genug, um solche Angriffe mit Entschlossenheit abzuwehren.	"Der Begriff ""Remigration"" wird als verfassungswidrig angesehen, da es Gerichtsentscheidungen gibt, die dies unterstützen. Er impliziert Maßnahmen, die die Menschenwürde verletzen könnten. Die Diskussionen in Potsdam verdeutlichten die Absicht, eine große Anzahl von Menschen aus dem Land zu entfernen, was auf verfassungswidrigen Überlegungen basiert. Begriffe wie ""nicht assimiliert"" oder ""politisch unliebsam"" werden verwendet, um zu suggerieren, dass im Falle einer Machtergreifung rechtliche und verfassungsmäßige Grundlagen ignoriert werden könnten, um willkürlich zu entscheiden, wer im Land bleiben darf."
390	1,3	"Zusatzpunkt 10
Aktuelle Stunde auf Verlangen der Fraktionen SPD, BÜNDNIS 90/DIE GRÜNEN und FDP: Wehrhafte Demokratie in einem vielfältigen Land – Klare Kante gegen Demokratiefeinde und Vertreibungspläne"	Menschen mit Migrationshintergrund sind ein unverzichtbarer Teil der Gesellschaft und verdienen Schutz gegen Ausweisungspläne	Vor diesem Hintergrund ist es richtig, all diejenigen, die solche kruden Umsturz- und Ausweisungsfantasien haben, genau so zu brandmarken. Ja, das ist richtig. Aber das allein reicht nicht aus. Es reicht deshalb nicht aus, weil diese Fantasien von einigen skurrilen Figuren ja nicht das sind, was unsere Institutionen und unser Land zerstören kann. Herr Klingbeil, Sie haben in Ihrer Rede zu Recht darauf hingewiesen, dass unser Land stark ist, dass unsere Institutionen stark sind und die Mittel und die Möglichkeiten haben, gegen diese Feinde unserer Verfassung und unseres Staates anzugehen. Vor allen Dingen hat diese Demokratie Freunde. Wir erleben in vielen Städten unseres Landes – Sie haben es zitiert –, dass Menschen auf die Straße gehen und sagen: Wir wollen dieses Land so, wie wir es kennen und geformt haben. – Deshalb muss man sagen: Das ist eine große Gefahr. Man darf sie nicht unterschätzen, man muss sie klar adressieren. Aber unsere staatlichen Institutionen sind stark genug, um solche Angriffe abzuwehren.	"Der Begriff ""Remigration"" wird als verfassungswidrig angesehen, da es Gerichtsentscheidungen gibt, die dies unterstützen. Er impliziert Maßnahmen, die die Menschenwürde verletzen könnten. Die Diskussionen in Potsdam verdeutlichten die Absicht, eine große Anzahl von Menschen aus dem Land zu entfernen, was auf verfassungswidrigen Überlegungen basiert. Begriffe wie ""nicht assimiliert"" oder ""politisch unliebsam"" werden verwendet, um zu suggerieren, dass im Falle einer Machtergreifung rechtliche und verfassungsmäßige Grundlagen ignoriert werden könnten, um willkürlich zu entscheiden, wer im Land bleiben darf."
