	index	ids	topic	specific_topic	arg1	arg2
8	2061	1,0	refugee	We must support safe passage from Sudan and facilitate refugee family reunion	The Minister will no doubt tell us about the significant number of people who do arrive here in the UK under our family reunion arrangements. I acknowledge that fact and I welcome it. However, it would be totally wrong to say that the system is functioning well; various reports by the independent chief inspector of borders and immigration testify to that. Lots of improvements still have to be made. I am not asking for a revolution today, although perhaps I will pursue that further in the months to come. Today, I simply ask that the Home Office accepts that it has to be nimble, to respond and to tweak its rules and processes where circumstances require. The utterly dire circumstances in Sudan surely justify such a response.	Thirdly, I ask the Home Office to prioritise these applications, in recognition of the dangers that the people making them face. Do not leave them waiting for months. Finally, if possible, seek to work with international organisations and non-governmental organisations to help support safe passage from Sudan, as and when applications are allowed.  I close with a warning, because the danger is that if we do not facilitate their applications, these youngsters will end up seeking to make their own way to the UK, irregularly and dangerously. That brings me to the final case I want to mention, which is that of 16-year-old Daoud, who fled Eritrea to Sudan. In the light of the situation there, he fled again, to South Sudan. With no progress on securing refugee family reunion from there, he took matters into his own hands and started making his way towards the Mediterranean. He is currently arbitrarily detained in Libya. Some might say he made his own choices, but I think we left him with no choice at all.
55	2061	0,2	refugee	We must support safe passage from Sudan and facilitate refugee family reunion	Thirdly, I ask the Home Office to prioritise these applications, in recognition of the dangers that the people making them face. Do not leave them waiting for months. Finally, if possible, seek to work with international organisations and non-governmental organisations to help support safe passage from Sudan, as and when applications are allowed.  I close with a warning, because the danger is that if we do not facilitate their applications, these youngsters will end up seeking to make their own way to the UK, irregularly and dangerously. That brings me to the final case I want to mention, which is that of 16-year-old Daoud, who fled Eritrea to Sudan. In the light of the situation there, he fled again, to South Sudan. With no progress on securing refugee family reunion from there, he took matters into his own hands and started making his way towards the Mediterranean. He is currently arbitrarily detained in Libya. Some might say he made his own choices, but I think we left him with no choice at all.	The Minister will undoubtedly emphasize the heartwarming stories of families reunited under the UK's family reunion arrangements, and I wholeheartedly welcome these moments of joy. Yet, it would be utterly naive to claim that the system is flawless; countless reports by the independent chief inspector of borders and immigration paint a different picture. The system is plagued with inefficiencies that demand urgent attention. While I am not calling for a complete overhaul today, I am passionate about advocating for meaningful changes in the near future. At this moment, I fervently urge the Home Office to show compassion and agility, adapting its rules and processes to address urgent situations. The heartbreaking crisis in Sudan cries out for such a humane and responsive approach.
170	2760	2,3	refugee	The global refugee crisis is escalating due to prolonged conflicts, climate change, and humanitarian issues	My Lords, I express my heartfelt gratitude to the noble Lord, Lord Alton, for initiating this crucial debate and for his deeply moving words that resonated with us all. I am also profoundly thankful to all other noble Lords for their passionate contributions. Since 2010, a devastating surge in violent conflict has unleashed unprecedented levels of mass and forced displacement, leaving us grappling with a humanitarian crisis of staggering proportions. As the noble Lord, Lord Alton, poignantly highlighted, the UN refugee agency's estimate of 82 million forcibly displaced people in 2020 is a heart-wrenching reminder of the human cost of these tragedies. Imagine, more than 1% of the world's population, or one in every 95 people, torn from their homes, fleeing from conflicts, natural disasters, hunger, climate change, poverty, or persecution. In 2010, this figure was one in every 159 people. It is no wonder that the international humanitarian system is buckling under the weight of such overwhelming suffering and despair.	The United Kingdom hosts a small percentage, specifically 0.65%, of the global refugee population. Currently, the UK accepts about half the number of asylum seekers compared to 20 years ago. In contrast, the five countries with the highest number of refugees accommodate over 9 million individuals. Of the 82 million displaced individuals globally, 55 million are internally displaced due to conflict or other reasons. The conflict in Syria has persisted for 12 years, resulting in 13.5 million displaced Syrians, which is more than half of Syria's population. Out of these, 6.7 million Syrian refugees are distributed across 128 countries, with 80% residing in neighboring countries like Turkey. However, some countries have poor track records in terms of handling refugee situations and have been involved in creating refugee crises.
115	2760	1,3	refugee	The global refugee crisis is escalating due to prolonged conflicts, climate change, and humanitarian issues	My Lords, I thank the noble Lord, Lord Alton, for securing this debate and for his extremely powerful words in starting it. I also thank all other noble Lords for their insightful contributions.  A surge in violent conflict since 2010 has prompted historically high levels of mass and forced displacement. As the noble Lord, Lord Alton, said in his opening remarks, the UN refugee agency estimates that the number of forcibly displaced people rose to a record-breaking 82 million during 2020. That is more than 1% of the world’s population, or one in every 95 people, being driven from their homes, some by conflicts and natural disasters, others by hunger, climate change, poverty or persecution. In 2010, that figure was one in every 159 people, so there is little wonder that the international humanitarian system is under strain.	The United Kingdom hosts a small percentage, specifically 0.65%, of the global refugee population. Currently, the UK accepts about half the number of asylum seekers compared to 20 years ago. In contrast, the five countries with the highest number of refugees accommodate over 9 million individuals. Of the 82 million displaced individuals globally, 55 million are internally displaced due to conflict or other reasons. The conflict in Syria has persisted for 12 years, resulting in 13.5 million displaced Syrians, which is more than half of Syria's population. Out of these, 6.7 million Syrian refugees are distributed across 128 countries, with 80% residing in neighboring countries like Turkey. However, some countries have poor track records in terms of handling refugee situations and have been involved in creating refugee crises.
70	2760	0,2	refugee	The global refugee crisis is escalating due to prolonged conflicts, climate change, and humanitarian issues	To keep our own position in perspective, just 0.65% of the world’s refugees are in the United Kingdom. We take about half the number of asylum seekers that we took 20 years ago. By contrast, the top five countries hosting refugees have more than 9 million in their territories. Of the 82 million displaced people, 55 million are said to be living in internal displacement because of conflict or displacement. Conflict in Syria is in its 12th year. There are 13.5 million displaced Syrians, representing more than half of Syria’s population; 6.7 million Syrian refugees are hosted in 128 countries; and 80% of all Syrian refugees are in neighbouring countries such as Turkey but, like Belarus, its record in using refugees as cannon fodder, and in creating them in the first place, is appalling.	My Lords, I express my heartfelt gratitude to the noble Lord, Lord Alton, for initiating this crucial debate and for his deeply moving words that resonated with us all. I am also profoundly thankful to all other noble Lords for their passionate contributions. Since 2010, a devastating surge in violent conflict has unleashed unprecedented levels of mass and forced displacement, leaving us grappling with a humanitarian crisis of staggering proportions. As the noble Lord, Lord Alton, poignantly highlighted, the UN refugee agency's estimate of 82 million forcibly displaced people in 2020 is a heart-wrenching reminder of the human cost of these tragedies. Imagine, more than 1% of the world's population, or one in every 95 people, torn from their homes, fleeing from conflicts, natural disasters, hunger, climate change, poverty, or persecution. In 2010, this figure was one in every 159 people. It is no wonder that the international humanitarian system is buckling under the weight of such overwhelming suffering and despair.
30	2760	0,1	refugee	The global refugee crisis is escalating due to prolonged conflicts, climate change, and humanitarian issues	To keep our own position in perspective, just 0.65% of the world’s refugees are in the United Kingdom. We take about half the number of asylum seekers that we took 20 years ago. By contrast, the top five countries hosting refugees have more than 9 million in their territories. Of the 82 million displaced people, 55 million are said to be living in internal displacement because of conflict or displacement. Conflict in Syria is in its 12th year. There are 13.5 million displaced Syrians, representing more than half of Syria’s population; 6.7 million Syrian refugees are hosted in 128 countries; and 80% of all Syrian refugees are in neighbouring countries such as Turkey but, like Belarus, its record in using refugees as cannon fodder, and in creating them in the first place, is appalling.	My Lords, I thank the noble Lord, Lord Alton, for securing this debate and for his extremely powerful words in starting it. I also thank all other noble Lords for their insightful contributions.  A surge in violent conflict since 2010 has prompted historically high levels of mass and forced displacement. As the noble Lord, Lord Alton, said in his opening remarks, the UN refugee agency estimates that the number of forcibly displaced people rose to a record-breaking 82 million during 2020. That is more than 1% of the world’s population, or one in every 95 people, being driven from their homes, some by conflicts and natural disasters, others by hunger, climate change, poverty or persecution. In 2010, that figure was one in every 159 people, so there is little wonder that the international humanitarian system is under strain.
125	2931	1,3	ukraine-russia	We must show solidarity with Ukraine and condemn the Russian aggression	Specifically, we support the Government on sanctions. No doubt the Government will seek ways to extend those sanctions and make them more effective; they have our support in doing that. I stand with the people such as the noble Lord, Lord Ricketts, who pointed out that this may be a long-term measure; it will not necessarily be won in the short term. I join the noble Lords, Lord Anderson, Lord Tugendhat, Lord Adonis and Lord Davies, among others, in saying that we need to prepare the British public to understand that this is their fight as well. This is important to them. This fight for freedom matters to people on the streets of Birmingham, Glasgow, Belfast and Cardiff. Part of that cost, and part of what may happen, is that gas, electricity and petrol bills may go up. We need to be honest with people about that for them to understand that, in standing in solidarity with the people of Ukraine, that is the cost that will have to be paid. I tell noble Lords this: I do not believe that the British public will shirk from that. Never have they been found wanting when it comes to standing with other people in the defence of freedom and democracy across the world; I do not believe that they will be found wanting in this instance either.	Today is a day of many discussions. Numerous important speeches have been delivered, but the statements made in this Chamber will be noted globally, including in Europe. It is important for the people of Ukraine to understand that we support them, as we do others in eastern Europe. Their conflict is a shared concern. Their challenges are also our challenges. Many of us assumed that the difficult times of the past were over. As referenced by the noble Baroness, Lady Hayter, there was a belief that one nation forcefully invading another in Europe was a practice of the past, considering the significant human costs incurred to establish this principle in Europe and globally.
167	2931	2,3	ukraine-russia	We must show solidarity with Ukraine and condemn the Russian aggression	We passionately support the Government's stance on sanctions because it is the right thing to do. The Government will undoubtedly strive to enhance these sanctions and make them more impactful, and we stand firmly with them in this noble endeavor. I am moved by the words of the noble Lord, Lord Ricketts, who wisely noted that this struggle may be enduring; victory might not come swiftly. I join with heartfelt agreement to the noble Lords, Lord Anderson, Lord Tugendhat, Lord Adonis, and Lord Davies, among others, in emphasizing the need to rally the British public. This is their battle too, one that deeply touches the hearts of people in Birmingham, Glasgow, Belfast, and Cardiff. The fight for freedom is vital to them. We must be candid about the potential rise in gas, electricity, and petrol bills, for they are the price of standing in solidarity with the brave people of Ukraine. Yet, I tell you with confidence: the British public will not falter. Their history of unwavering support in defending freedom and democracy across the globe fills me with pride, and I firmly believe they will rise to the occasion once more.	Today is a day of many discussions. Numerous important speeches have been delivered, but the statements made in this Chamber will be noted globally, including in Europe. It is important for the people of Ukraine to understand that we support them, as we do others in eastern Europe. Their conflict is a shared concern. Their challenges are also our challenges. Many of us assumed that the difficult times of the past were over. As referenced by the noble Baroness, Lady Hayter, there was a belief that one nation forcefully invading another in Europe was a practice of the past, considering the significant human costs incurred to establish this principle in Europe and globally.
59	2931	0,2	ukraine-russia	We must show solidarity with Ukraine and condemn the Russian aggression	Today is a day of many words. We have heard many great speeches but the words from this Chamber will echo around the world and across Europe. Let the people of Ukraine hear loudly and clearly that we stand with them, as we do with everybody across eastern Europe. Your fight is our fight. Your struggle is our struggle. Your battle is our battle. All of us thought—indeed, hoped—that the dark days of the past had gone. As the noble Baroness, Lady Hayter, sought to remind us, we believed that one state aggressively invading another in Europe had been consigned to the dustbin of history along with the enormous human cost, as millions of lives were lost to establish this principle in Europe and across the world.	We passionately support the Government's stance on sanctions because it is the right thing to do. The Government will undoubtedly strive to enhance these sanctions and make them more impactful, and we stand firmly with them in this noble endeavor. I am moved by the words of the noble Lord, Lord Ricketts, who wisely noted that this struggle may be enduring; victory might not come swiftly. I join with heartfelt agreement to the noble Lords, Lord Anderson, Lord Tugendhat, Lord Adonis, and Lord Davies, among others, in emphasizing the need to rally the British public. This is their battle too, one that deeply touches the hearts of people in Birmingham, Glasgow, Belfast, and Cardiff. The fight for freedom is vital to them. We must be candid about the potential rise in gas, electricity, and petrol bills, for they are the price of standing in solidarity with the brave people of Ukraine. Yet, I tell you with confidence: the British public will not falter. Their history of unwavering support in defending freedom and democracy across the globe fills me with pride, and I firmly believe they will rise to the occasion once more.
2	2931	0,1	ukraine-russia	We must show solidarity with Ukraine and condemn the Russian aggression	Today is a day of many words. We have heard many great speeches but the words from this Chamber will echo around the world and across Europe. Let the people of Ukraine hear loudly and clearly that we stand with them, as we do with everybody across eastern Europe. Your fight is our fight. Your struggle is our struggle. Your battle is our battle. All of us thought—indeed, hoped—that the dark days of the past had gone. As the noble Baroness, Lady Hayter, sought to remind us, we believed that one state aggressively invading another in Europe had been consigned to the dustbin of history along with the enormous human cost, as millions of lives were lost to establish this principle in Europe and across the world.	Specifically, we support the Government on sanctions. No doubt the Government will seek ways to extend those sanctions and make them more effective; they have our support in doing that. I stand with the people such as the noble Lord, Lord Ricketts, who pointed out that this may be a long-term measure; it will not necessarily be won in the short term. I join the noble Lords, Lord Anderson, Lord Tugendhat, Lord Adonis and Lord Davies, among others, in saying that we need to prepare the British public to understand that this is their fight as well. This is important to them. This fight for freedom matters to people on the streets of Birmingham, Glasgow, Belfast and Cardiff. Part of that cost, and part of what may happen, is that gas, electricity and petrol bills may go up. We need to be honest with people about that for them to understand that, in standing in solidarity with the people of Ukraine, that is the cost that will have to be paid. I tell noble Lords this: I do not believe that the British public will shirk from that. Never have they been found wanting when it comes to standing with other people in the defence of freedom and democracy across the world; I do not believe that they will be found wanting in this instance either.
33	3118	0,1	refugee	Refugee family reunification must be facilitated	Permitting a refugee to be with their family will greatly improve their chance of leading a stable, well-integrated life without threats to their well-being and mental health. Imagine trying to move forward with your life and work while worrying about the safety of family back home.  Research from the British Red Cross, the Refugee Council, Save the Children and others consistently shows that refugees find it harder to integrate when they are plagued by such worries. One refugee child explained: “I am unable to concentrate on my studies and when I go home, I always think about them and at night I do not sleep.” Let us not forget that family unity may also save the public purse: it costs £30,000 a year to look after a child in a residential home or foster care who might be supported by parents or other relatives if they were allowed to come to the UK. What assessment have the Government made of the ability of unaccompanied refugee children to integrate in the UK given their lack of refugee family reunion rights?	I would point out that not only is there no fee to make a refugee family reunion application, but sponsors are also not required to meet any financial or maintenance requirements to be reunited. This is extended to ensure that the immediate family of refugees can reunite here in the UK, without unnecessary barriers. There are also existing rules in place for extended families of refugees in the UK to sponsor children where there are serious and compelling circumstances. Further, our policy is clear that refugees can sponsor adult-dependent relatives living overseas to join them where, due to circumstances such as age, illness or disability, that person requires long-term personal care that can be provided only by relatives here in the UK.
116	3118	1,3	refugee	Refugee family reunification must be facilitated	I would point out that not only is there no fee to make a refugee family reunion application, but sponsors are also not required to meet any financial or maintenance requirements to be reunited. This is extended to ensure that the immediate family of refugees can reunite here in the UK, without unnecessary barriers. There are also existing rules in place for extended families of refugees in the UK to sponsor children where there are serious and compelling circumstances. Further, our policy is clear that refugees can sponsor adult-dependent relatives living overseas to join them where, due to circumstances such as age, illness or disability, that person requires long-term personal care that can be provided only by relatives here in the UK.	Allowing refugees to reunite with their family members can enhance their potential for a stable and well-integrated life, minimizing risks to their mental and physical health. This is supported by studies from organizations like the British Red Cross and the Refugee Council, which indicate that refugees face challenges in integrating when concerned about family safety abroad. For instance, a refugee child mentioned difficulties in focusing on studies due to these concerns, impacting their sleep. Additionally, maintaining family unity could be economically beneficial, as it costs approximately £30,000 annually to care for a child in a residential facility or foster care, which might be unnecessary if the child's family could join them in the UK. It is important to evaluate how the lack of family reunion rights affects the integration of unaccompanied refugee children in the UK.
66	3118	0,2	refugee	Refugee family reunification must be facilitated	Permitting a refugee to be with their family will greatly improve their chance of leading a stable, well-integrated life without threats to their well-being and mental health. Imagine trying to move forward with your life and work while worrying about the safety of family back home.  Research from the British Red Cross, the Refugee Council, Save the Children and others consistently shows that refugees find it harder to integrate when they are plagued by such worries. One refugee child explained: “I am unable to concentrate on my studies and when I go home, I always think about them and at night I do not sleep.” Let us not forget that family unity may also save the public purse: it costs £30,000 a year to look after a child in a residential home or foster care who might be supported by parents or other relatives if they were allowed to come to the UK. What assessment have the Government made of the ability of unaccompanied refugee children to integrate in the UK given their lack of refugee family reunion rights?	The heartwarming truth is that reuniting refugee families in the UK comes without the burden of financial constraints, offering a beacon of hope and relief for those torn apart by unimaginable circumstances. Imagine the joy and comfort as families are brought back together, unhindered by fees or financial hurdles. This compassionate approach ensures that immediate families can embrace each other again on UK soil, a sanctuary of love and safety. Moreover, for extended families, the UK extends its arms wider, allowing children to be sponsored in times of dire need. Our policy shines with empathy, allowing refugees to bring their adult-dependent relatives, who desperately need their care, close to them, especially when age, illness, or disability strikes. This is not just policy; it is a testament to the UK's commitment to humanity and the deep emotional bonds that keep families strong.
165	3118	2,3	refugee	Refugee family reunification must be facilitated	The heartwarming truth is that reuniting refugee families in the UK comes without the burden of financial constraints, offering a beacon of hope and relief for those torn apart by unimaginable circumstances. Imagine the joy and comfort as families are brought back together, unhindered by fees or financial hurdles. This compassionate approach ensures that immediate families can embrace each other again on UK soil, a sanctuary of love and safety. Moreover, for extended families, the UK extends its arms wider, allowing children to be sponsored in times of dire need. Our policy shines with empathy, allowing refugees to bring their adult-dependent relatives, who desperately need their care, close to them, especially when age, illness, or disability strikes. This is not just policy; it is a testament to the UK's commitment to humanity and the deep emotional bonds that keep families strong.	Allowing refugees to reunite with their family members can enhance their potential for a stable and well-integrated life, minimizing risks to their mental and physical health. This is supported by studies from organizations like the British Red Cross and the Refugee Council, which indicate that refugees face challenges in integrating when concerned about family safety abroad. For instance, a refugee child mentioned difficulties in focusing on studies due to these concerns, impacting their sleep. Additionally, maintaining family unity could be economically beneficial, as it costs approximately £30,000 annually to care for a child in a residential facility or foster care, which might be unnecessary if the child's family could join them in the UK. It is important to evaluate how the lack of family reunion rights affects the integration of unaccompanied refugee children in the UK.
56	3208	0,2	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	In welcoming the noble Lord, Lord Addington, I am sure I speak for the whole House when I say we all missed the presence of the noble Baroness, Lady Smith of Newnham. He has done an admirable job but we wish her well as she recovers from Covid.  My noble friend Lord Balfe said that he has not been to Ukraine for a while. I went to Ukraine just over 12 months ago, after our incredible and inspirational ambassador, Melinda Simmons, invited me as part of my responsibilities to mark the memorial at Babi Yar to the 33,000-plus Jews shot by the Nazis in 1941. There is an irony in that: they were buried by Soviet prisoners of war. I was shocked to my core when Melinda WhatsApped me and said, “Minister, the very memorial you visited on 3 March was subject to a Russian missile”. That brought home the shocking nature of the false premise of the “denazification” of Ukraine as a justification for war—and let us not forget that President Zelensky’s own heritage is also Jewish—which is also the false basis for Mr Putin’s so-called reasoning behind liberating Russian-speaking parts of a sovereign nation. That is wrong and it must be held back.	Our unwavering support for Ukraine is not just a duty; it's a moral imperative that resonates deeply with our shared human values. My heartfelt thanks to those who stand with us in this critical debate. To the noble Lord, Lord Campbell-Savours, I must express with deep conviction that Russia's aggressive actions have caused untold suffering, and it is within their power to end this devastation. Mr. Putin's deceit is transparent, and it stirs anger and sadness in those who witness his manipulations. Reflecting on the words of my noble friend Lord Balfe, it's clear that international solidarity is both challenging and rewarding. Just over a month ago, in a moment that filled us with hope and determination, 143 countries—three-quarters of the United Nations—stood together to condemn the brutal annexation of Ukrainian territory. Russia's allies, including Syria, Belarus, Nicaragua, and North Korea, reveal the darkness of its path. The United Kingdom stands proud and resolute alongside the international community, championing freedom and democracy with every fiber of our being. To our courageous Ukrainian friends, and to Madam Zelenska, know that our hearts and actions are united in steadfast support for your noble cause.
31	3208	0,1	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	In welcoming the noble Lord, Lord Addington, I am sure I speak for the whole House when I say we all missed the presence of the noble Baroness, Lady Smith of Newnham. He has done an admirable job but we wish her well as she recovers from Covid.  My noble friend Lord Balfe said that he has not been to Ukraine for a while. I went to Ukraine just over 12 months ago, after our incredible and inspirational ambassador, Melinda Simmons, invited me as part of my responsibilities to mark the memorial at Babi Yar to the 33,000-plus Jews shot by the Nazis in 1941. There is an irony in that: they were buried by Soviet prisoners of war. I was shocked to my core when Melinda WhatsApped me and said, “Minister, the very memorial you visited on 3 March was subject to a Russian missile”. That brought home the shocking nature of the false premise of the “denazification” of Ukraine as a justification for war—and let us not forget that President Zelensky’s own heritage is also Jewish—which is also the false basis for Mr Putin’s so-called reasoning behind liberating Russian-speaking parts of a sovereign nation. That is wrong and it must be held back.	It is therefore right that we will not be deterred from supporting Ukraine. I appreciate the support in this debate, and I gently say to the noble Lord, Lord Campbell-Savours, that Russia is the aggressor and must withdraw. It can stop this war today if it so chooses. Mr Putin is not fooling anyone.  On what my noble friend Lord Balfe said about countries and support, let us be clear. I am the Minister for the United Nations, and I know how diplomatic efforts at times return rewards and present challenges. But, in October—just over a month ago—143 countries, or three-quarters of the membership of the United Nations, voted unequivocally to condemn the annexation of Ukrainian territory. Russia should be judged by its friends. Who supported it? Syria, Belarus, Nicaragua and North Korea did. Need I say more? The United Kingdom is therefore proud to stand with the international community and for freedom and democracy. I assure our Ukrainian friends, as I assured Madam Zelenska, that we will stand united in support of the cause.
188	3208	2,3	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	Our unwavering support for Ukraine is not just a duty; it's a moral imperative that resonates deeply with our shared human values. My heartfelt thanks to those who stand with us in this critical debate. To the noble Lord, Lord Campbell-Savours, I must express with deep conviction that Russia's aggressive actions have caused untold suffering, and it is within their power to end this devastation. Mr. Putin's deceit is transparent, and it stirs anger and sadness in those who witness his manipulations. Reflecting on the words of my noble friend Lord Balfe, it's clear that international solidarity is both challenging and rewarding. Just over a month ago, in a moment that filled us with hope and determination, 143 countries—three-quarters of the United Nations—stood together to condemn the brutal annexation of Ukrainian territory. Russia's allies, including Syria, Belarus, Nicaragua, and North Korea, reveal the darkness of its path. The United Kingdom stands proud and resolute alongside the international community, championing freedom and democracy with every fiber of our being. To our courageous Ukrainian friends, and to Madam Zelenska, know that our hearts and actions are united in steadfast support for your noble cause.	"The noble Lord, Lord Addington, has temporarily filled in for the noble Baroness, Lady Smith of Newnham, and we wish her a speedy recovery from Covid. My colleague, Lord Balfe, mentioned that he has not visited Ukraine recently. I visited Ukraine over a year ago, after being invited by Ambassador Melinda Simmons to attend a commemoration at Babi Yar, where over 33,000 Jews were killed by the Nazis in 1941, with their burial carried out by Soviet prisoners of war. Recently, I was informed that a Russian missile hit the memorial site. This incident highlights the flawed justification of ""denazification"" used to justify actions against Ukraine, especially considering President Zelensky's Jewish heritage, and underlines the incorrect reasoning behind the claims of liberating Russian-speaking areas of Ukraine. This situation should be addressed."
113	3208	1,3	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	It is therefore right that we will not be deterred from supporting Ukraine. I appreciate the support in this debate, and I gently say to the noble Lord, Lord Campbell-Savours, that Russia is the aggressor and must withdraw. It can stop this war today if it so chooses. Mr Putin is not fooling anyone.  On what my noble friend Lord Balfe said about countries and support, let us be clear. I am the Minister for the United Nations, and I know how diplomatic efforts at times return rewards and present challenges. But, in October—just over a month ago—143 countries, or three-quarters of the membership of the United Nations, voted unequivocally to condemn the annexation of Ukrainian territory. Russia should be judged by its friends. Who supported it? Syria, Belarus, Nicaragua and North Korea did. Need I say more? The United Kingdom is therefore proud to stand with the international community and for freedom and democracy. I assure our Ukrainian friends, as I assured Madam Zelenska, that we will stand united in support of the cause.	"The noble Lord, Lord Addington, has temporarily filled in for the noble Baroness, Lady Smith of Newnham, and we wish her a speedy recovery from Covid. My colleague, Lord Balfe, mentioned that he has not visited Ukraine recently. I visited Ukraine over a year ago, after being invited by Ambassador Melinda Simmons to attend a commemoration at Babi Yar, where over 33,000 Jews were killed by the Nazis in 1941, with their burial carried out by Soviet prisoners of war. Recently, I was informed that a Russian missile hit the memorial site. This incident highlights the flawed justification of ""denazification"" used to justify actions against Ukraine, especially considering President Zelensky's Jewish heritage, and underlines the incorrect reasoning behind the claims of liberating Russian-speaking areas of Ukraine. This situation should be addressed."
126	3211	1,3	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	The noble and gallant Lord, Lord Houghton of Richmond, said that we need a clear narrative on dealing with this issue, including with our own domestic audience. I agree, which is why this House and the Government—indeed, all of us—need to make the consistent case for the necessity of standing firm in our support for Ukraine at this time. We have rightly united behind Ukraine in its fight for freedom and self-determination with sanctions, aid, military support and, ultimately, a clear determination to hold Mr Putin to account. The Ukrainian people, with our support, have pushed Mr Putin’s army back, as we saw recently. I agree totally with the noble Lord, Lord Anderson, that we must continue to work in assisting Ukrainian forces—a point that resonated from many noble Lords who contributed.	The situation with Russia involves complex dynamics, and it is important to recognize that the actions of the Russian government do not necessarily reflect the will of its citizens. During recent conscription efforts, a notable number of young Russian men chose to leave the country. Meanwhile, the Russian government has conducted significant military operations against Kyiv and other cities in Ukraine. These operations have included the use of drones supplied by Iran, targeting civilian and energy infrastructure. On November 15, there was a particularly intense attack involving over 80 missiles aimed at Ukrainian urban areas, resulting in significant damage to residential areas and essential services, impacting millions of people as winter approaches. This military strategy appears to be a reaction to Ukraine's gains in reclaiming territory previously held by Russian forces. The ongoing attacks on civilian areas suggest a lack of progress toward achieving peace.
176	3211	2,3	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	The noble and gallant Lord, Lord Houghton of Richmond, passionately expressed the urgent need for a compelling narrative on addressing this issue, particularly with our own people. I wholeheartedly agree, which is why it is crucial for this House and the Government—indeed, all of us—to fervently advocate for the vital cause of standing resolutely with Ukraine at this critical moment. We have courageously united behind Ukraine in its courageous battle for freedom and self-determination through sanctions, aid, military support, and a steadfast resolve to hold Mr. Putin accountable. The brave Ukrainian people, with our unwavering support, have heroically pushed back Mr. Putin's army, as we witnessed recently. I am deeply aligned with the noble Lord, Lord Anderson, in the belief that we must persistently assist Ukrainian forces—a sentiment that passionately echoed among many noble Lords who contributed.	The situation with Russia involves complex dynamics, and it is important to recognize that the actions of the Russian government do not necessarily reflect the will of its citizens. During recent conscription efforts, a notable number of young Russian men chose to leave the country. Meanwhile, the Russian government has conducted significant military operations against Kyiv and other cities in Ukraine. These operations have included the use of drones supplied by Iran, targeting civilian and energy infrastructure. On November 15, there was a particularly intense attack involving over 80 missiles aimed at Ukrainian urban areas, resulting in significant damage to residential areas and essential services, impacting millions of people as winter approaches. This military strategy appears to be a reaction to Ukraine's gains in reclaiming territory previously held by Russian forces. The ongoing attacks on civilian areas suggest a lack of progress toward achieving peace.
41	3211	1,0	ukraine-russia	We must continue to provide military and economic support to Ukraine in its fight against Russia	The noble and gallant Lord, Lord Houghton of Richmond, said that we need a clear narrative on dealing with this issue, including with our own domestic audience. I agree, which is why this House and the Government—indeed, all of us—need to make the consistent case for the necessity of standing firm in our support for Ukraine at this time. We have rightly united behind Ukraine in its fight for freedom and self-determination with sanctions, aid, military support and, ultimately, a clear determination to hold Mr Putin to account. The Ukrainian people, with our support, have pushed Mr Putin’s army back, as we saw recently. I agree totally with the noble Lord, Lord Anderson, that we must continue to work in assisting Ukrainian forces—a point that resonated from many noble Lords who contributed.	I agree with my noble friend Lord Cormack: our fight is not with the Russian people. As was noted during the debate, when forced conscription was suddenly applied, many young Russian men fled. Yet Russia and Mr Putin have been unrelenting in launching a wave of indiscriminate attacks on Kyiv and other Ukrainian cities. Tragically, we see how alliances are built: these attacks included using Iranian-supplied drones to launch indiscriminate attacks against civilian and energy infrastructure. On 15 November there was one of the heaviest attacks since the war began. Wave upon wave of missiles—more than 80—were fired at Ukrainian cities on one single day. This destroyed homes and critical infrastructure, depriving millions of Ukrainians of power when winter is setting in. The brutal air campaign is Mr Putin’s cowardly response to Ukraine’s successes on the battlefield, where Russian forces have been expelled from thousands of square miles of territory. The continued bombardment of civilians demonstrates little commitment to peace.
