dataset,annotator,category,id,rate
hansard_bill,131,c,average,46.66666666666666
hansard_bill,131,p,hansard_bill-1,0.0
hansard_bill,131,p,hansard_bill-1023,66.66666666666666
hansard_bill,131,p,hansard_bill-126,33.33333333333333
hansard_bill,131,p,hansard_bill-226,66.66666666666666
hansard_bill,131,p,hansard_bill-37,33.33333333333333
hansard_bill,131,p,average,39.999999999999986
hansard_bill,131,n,hansard_bill-1,33.33333333333333
hansard_bill,131,n,hansard_bill-1023,0.0
hansard_bill,131,n,hansard_bill-126,33.33333333333333
hansard_bill,131,n,hansard_bill-226,0.0
hansard_bill,131,n,hansard_bill-37,0.0
hansard_bill,131,n,average,13.333333333333332
hansard_bill,132,c,hansard_bill-1,33.33333333333333
hansard_bill,132,c,hansard_bill-1009,100.0
hansard_bill,132,c,hansard_bill-1010,0.0
hansard_bill,132,c,hansard_bill-1022,0.0
hansard_bill,132,c,hansard_bill-1023,33.33333333333333
hansard_bill,132,c,hansard_bill-1035,100.0
hansard_bill,132,c,hansard_bill-1036,33.33333333333333
hansard_bill,132,c,hansard_bill-1189,100.0
hansard_bill,132,c,hansard_bill-1202,100.0
hansard_bill,132,c,hansard_bill-1215,66.66666666666666
hansard_bill,132,c,hansard_bill-1228,100.0
hansard_bill,132,c,hansard_bill-1241,100.0
hansard_bill,132,c,hansard_bill-1254,100.0
hansard_bill,132,c,hansard_bill-126,33.33333333333333
hansard_bill,132,c,hansard_bill-1266,100.0
hansard_bill,132,c,hansard_bill-13,100.0
hansard_bill,132,c,hansard_bill-226,100.0
hansard_bill,132,c,hansard_bill-238,100.0
hansard_bill,132,c,hansard_bill-25,66.66666666666666
hansard_bill,132,c,hansard_bill-281,100.0
hansard_bill,132,c,hansard_bill-282,100.0
hansard_bill,132,c,hansard_bill-315,100.0
hansard_bill,132,c,hansard_bill-36,66.66666666666666
hansard_bill,132,c,hansard_bill-37,100.0
hansard_bill,132,c,hansard_bill-47,66.66666666666666
hansard_bill,132,c,hansard_bill-523,100.0
hansard_bill,132,c,hansard_bill-567,33.33333333333333
hansard_bill,132,c,hansard_bill-983,100.0
hansard_bill,132,c,hansard_bill-984,33.33333333333333
hansard_bill,132,c,hansard_bill-997,33.33333333333333
hansard_bill,132,c,average,73.33333333333333
hansard_bill,132,p,hansard_bill-1,66.66666666666666
hansard_bill,132,p,hansard_bill-1009,0.0
hansard_bill,132,p,hansard_bill-1010,100.0
hansard_bill,132,p,hansard_bill-1022,100.0
hansard_bill,132,p,hansard_bill-1023,66.66666666666666
hansard_bill,132,p,hansard_bill-1035,0.0
hansard_bill,132,p,hansard_bill-1036,66.66666666666666
hansard_bill,132,p,hansard_bill-1189,0.0
hansard_bill,132,p,hansard_bill-1202,0.0
hansard_bill,132,p,hansard_bill-1215,0.0
hansard_bill,132,p,hansard_bill-1228,0.0
hansard_bill,132,p,hansard_bill-1241,0.0
hansard_bill,132,p,hansard_bill-1254,0.0
hansard_bill,132,p,hansard_bill-126,66.66666666666666
hansard_bill,132,p,hansard_bill-1266,0.0
hansard_bill,132,p,hansard_bill-13,0.0
hansard_bill,132,p,hansard_bill-226,0.0
hansard_bill,132,p,hansard_bill-238,0.0
hansard_bill,132,p,hansard_bill-25,33.33333333333333
hansard_bill,132,p,hansard_bill-281,0.0
hansard_bill,132,p,hansard_bill-282,0.0
hansard_bill,132,p,hansard_bill-315,0.0
hansard_bill,132,p,hansard_bill-36,0.0
hansard_bill,132,p,hansard_bill-37,0.0
hansard_bill,132,p,hansard_bill-47,0.0
hansard_bill,132,p,hansard_bill-523,0.0
hansard_bill,132,p,hansard_bill-567,66.66666666666666
hansard_bill,132,p,hansard_bill-983,0.0
hansard_bill,132,p,hansard_bill-984,66.66666666666666
hansard_bill,132,p,hansard_bill-997,66.66666666666666
hansard_bill,132,p,average,23.33333333333333
hansard_bill,132,n,hansard_bill-1,0.0
hansard_bill,132,n,hansard_bill-1009,0.0
hansard_bill,132,n,hansard_bill-1010,0.0
hansard_bill,132,n,hansard_bill-1022,0.0
hansard_bill,132,n,hansard_bill-1023,0.0
hansard_bill,132,n,hansard_bill-1035,0.0
hansard_bill,132,n,hansard_bill-1036,0.0
hansard_bill,132,n,hansard_bill-1189,0.0
hansard_bill,132,n,hansard_bill-1202,0.0
hansard_bill,132,n,hansard_bill-1215,33.33333333333333
hansard_bill,132,n,hansard_bill-1228,0.0
hansard_bill,132,n,hansard_bill-1241,0.0
hansard_bill,132,n,hansard_bill-1254,0.0
hansard_bill,132,n,hansard_bill-126,0.0
hansard_bill,132,n,hansard_bill-1266,0.0
hansard_bill,132,n,hansard_bill-13,0.0
hansard_bill,132,n,hansard_bill-226,0.0
hansard_bill,132,n,hansard_bill-238,0.0
hansard_bill,132,n,hansard_bill-25,0.0
hansard_bill,132,n,hansard_bill-281,0.0
hansard_bill,132,n,hansard_bill-282,0.0
hansard_bill,132,n,hansard_bill-315,0.0
hansard_bill,132,n,hansard_bill-36,33.33333333333333
hansard_bill,132,n,hansard_bill-37,0.0
hansard_bill,132,n,hansard_bill-47,33.33333333333333
hansard_bill,132,n,hansard_bill-523,0.0
hansard_bill,132,n,hansard_bill-567,0.0
hansard_bill,132,n,hansard_bill-983,0.0
hansard_bill,132,n,hansard_bill-984,0.0
hansard_bill,132,n,hansard_bill-997,0.0
hansard_bill,132,n,average,3.333333333333333
hansard_bill,133,c,hansard_bill-1009,0.0
hansard_bill,133,c,hansard_bill-1189,66.66666666666666
hansard_bill,133,c,hansard_bill-1241,0.0
hansard_bill,133,c,hansard_bill-850,0.0
hansard_bill,133,c,hansard_bill-984,33.33333333333333
hansard_bill,133,c,average,19.999999999999996
hansard_bill,133,p,hansard_bill-1009,100.0
hansard_bill,133,p,hansard_bill-1189,0.0
hansard_bill,133,p,hansard_bill-1241,100.0
hansard_bill,133,p,hansard_bill-850,66.66666666666666
hansard_bill,133,p,hansard_bill-984,66.66666666666666
hansard_bill,133,p,average,66.66666666666666
hansard_bill,133,n,hansard_bill-1009,0.0
hansard_bill,133,n,hansard_bill-1189,33.33333333333333
hansard_bill,133,n,hansard_bill-1241,0.0
hansard_bill,133,n,hansard_bill-850,33.33333333333333
hansard_bill,133,n,hansard_bill-984,0.0
hansard_bill,133,n,average,13.333333333333332
hansard_bill,134,c,hansard_bill-1009,33.33333333333333
hansard_bill,134,c,hansard_bill-1189,0.0
hansard_bill,134,c,hansard_bill-1241,0.0
hansard_bill,134,c,hansard_bill-850,66.66666666666666
hansard_bill,134,c,hansard_bill-984,0.0
hansard_bill,134,c,average,19.999999999999996
hansard_bill,134,p,hansard_bill-1009,0.0
hansard_bill,134,p,hansard_bill-1189,100.0
hansard_bill,134,p,hansard_bill-1241,100.0
hansard_bill,134,p,hansard_bill-850,0.0
hansard_bill,134,p,hansard_bill-984,100.0
hansard_bill,134,p,average,60.0
hansard_bill,134,n,hansard_bill-1009,66.66666666666666
hansard_bill,134,n,hansard_bill-1189,0.0
hansard_bill,134,n,hansard_bill-1241,0.0
hansard_bill,134,n,hansard_bill-850,33.33333333333333
hansard_bill,134,n,hansard_bill-984,0.0
hansard_bill,134,n,average,19.999999999999996
hansard_bill,135,c,hansard_bill-1009,66.66666666666666
hansard_bill,135,c,hansard_bill-1189,0.0
hansard_bill,135,c,hansard_bill-1241,66.66666666666666
hansard_bill,135,c,hansard_bill-850,100.0
hansard_bill,135,c,hansard_bill-984,33.33333333333333
hansard_bill,135,c,average,53.33333333333333
hansard_bill,135,p,hansard_bill-1009,33.33333333333333
hansard_bill,135,p,hansard_bill-1189,100.0
hansard_bill,135,p,hansard_bill-1241,0.0
hansard_bill,135,p,hansard_bill-850,0.0
hansard_bill,135,p,hansard_bill-984,0.0
hansard_bill,135,p,average,26.666666666666664
hansard_bill,135,n,hansard_bill-1009,0.0
hansard_bill,135,n,hansard_bill-1189,0.0
hansard_bill,135,n,hansard_bill-1241,33.33333333333333
hansard_bill,135,n,hansard_bill-850,0.0
hansard_bill,135,n,hansard_bill-984,66.66666666666666
hansard_bill,135,n,average,19.999999999999996
hansard_bill,136,c,hansard_bill-1009,33.33333333333333
hansard_bill,136,c,hansard_bill-1189,100.0
hansard_bill,136,c,hansard_bill-1241,33.33333333333333
hansard_bill,136,c,hansard_bill-850,100.0
hansard_bill,136,c,hansard_bill-984,33.33333333333333
hansard_bill,136,c,average,59.999999999999986
hansard_bill,136,p,hansard_bill-1009,66.66666666666666
hansard_bill,136,p,hansard_bill-1189,0.0
hansard_bill,136,p,hansard_bill-1241,66.66666666666666
hansard_bill,136,p,hansard_bill-850,0.0
hansard_bill,136,p,hansard_bill-984,66.66666666666666
hansard_bill,136,p,average,39.99999999999999
hansard_bill,136,n,hansard_bill-1009,0.0
hansard_bill,136,n,hansard_bill-1189,0.0
hansard_bill,136,n,hansard_bill-1241,0.0
hansard_bill,136,n,hansard_bill-850,0.0
hansard_bill,136,n,hansard_bill-984,0.0
hansard_bill,136,n,average,0.0
hansard_bill,137,c,hansard_bill-1010,0.0
hansard_bill,137,c,hansard_bill-1123,66.66666666666666
hansard_bill,137,c,hansard_bill-1202,33.33333333333333
hansard_bill,137,c,hansard_bill-825,100.0
hansard_bill,137,c,hansard_bill-997,66.66666666666666
hansard_bill,137,c,average,53.33333333333333
hansard_bill,137,p,hansard_bill-1010,0.0
hansard_bill,137,p,hansard_bill-1123,0.0
hansard_bill,137,p,hansard_bill-1202,0.0
hansard_bill,137,p,hansard_bill-825,0.0
hansard_bill,137,p,hansard_bill-997,33.33333333333333
hansard_bill,137,p,average,6.666666666666666
hansard_bill,137,n,hansard_bill-1010,100.0
hansard_bill,137,n,hansard_bill-1123,33.33333333333333
hansard_bill,137,n,hansard_bill-1202,66.66666666666666
hansard_bill,137,n,hansard_bill-825,0.0
hansard_bill,137,n,hansard_bill-997,0.0
hansard_bill,137,n,average,39.99999999999999
hansard_bill,138,c,hansard_bill-1010,66.66666666666666
hansard_bill,138,c,hansard_bill-1123,66.66666666666666
hansard_bill,138,c,hansard_bill-1202,100.0
hansard_bill,138,c,hansard_bill-825,66.66666666666666
hansard_bill,138,c,hansard_bill-997,33.33333333333333
hansard_bill,138,c,average,66.66666666666666
hansard_bill,138,p,hansard_bill-1010,33.33333333333333
hansard_bill,138,p,hansard_bill-1123,0.0
hansard_bill,138,p,hansard_bill-1202,0.0
hansard_bill,138,p,hansard_bill-825,0.0
hansard_bill,138,p,hansard_bill-997,0.0
hansard_bill,138,p,average,6.666666666666666
hansard_bill,138,n,hansard_bill-1010,0.0
hansard_bill,138,n,hansard_bill-1123,33.33333333333333
hansard_bill,138,n,hansard_bill-1202,0.0
hansard_bill,138,n,hansard_bill-825,33.33333333333333
hansard_bill,138,n,hansard_bill-997,66.66666666666666
hansard_bill,138,n,average,26.666666666666664
hansard_bill,139,c,hansard_bill-1010,33.33333333333333
hansard_bill,139,c,hansard_bill-1123,33.33333333333333
hansard_bill,139,c,hansard_bill-1202,0.0
hansard_bill,139,c,hansard_bill-825,66.66666666666666
hansard_bill,139,c,hansard_bill-997,100.0
hansard_bill,139,c,average,46.666666666666664
hansard_bill,139,p,hansard_bill-1010,66.66666666666666
hansard_bill,139,p,hansard_bill-1123,0.0
hansard_bill,139,p,hansard_bill-1202,0.0
hansard_bill,139,p,hansard_bill-825,0.0
hansard_bill,139,p,hansard_bill-997,0.0
hansard_bill,139,p,average,13.333333333333332
hansard_bill,139,n,hansard_bill-1010,0.0
hansard_bill,139,n,hansard_bill-1123,66.66666666666666
hansard_bill,139,n,hansard_bill-1202,100.0
hansard_bill,139,n,hansard_bill-825,33.33333333333333
hansard_bill,139,n,hansard_bill-997,0.0
hansard_bill,139,n,average,40.0
dagstuhl,14,c,dagstuhl-110,100.0
dagstuhl,14,c,dagstuhl-249,33.33333333333333
dagstuhl,14,c,dagstuhl-250,33.33333333333333
dagstuhl,14,c,dagstuhl-27,33.33333333333333
dagstuhl,14,c,dagstuhl-40,33.33333333333333
dagstuhl,14,c,average,46.66666666666665
dagstuhl,14,p,dagstuhl-110,0.0
dagstuhl,14,p,dagstuhl-249,0.0
dagstuhl,14,p,dagstuhl-250,0.0
dagstuhl,14,p,dagstuhl-27,0.0
dagstuhl,14,p,dagstuhl-40,0.0
dagstuhl,14,p,average,0.0
dagstuhl,14,n,dagstuhl-110,0.0
dagstuhl,14,n,dagstuhl-249,66.66666666666666
dagstuhl,14,n,dagstuhl-250,66.66666666666666
dagstuhl,14,n,dagstuhl-27,66.66666666666666
dagstuhl,14,n,dagstuhl-40,66.66666666666666
dagstuhl,14,n,average,53.33333333333333
hansard_bill,140,c,hansard_bill-1010,66.66666666666666
hansard_bill,140,c,hansard_bill-1123,0.0
hansard_bill,140,c,hansard_bill-1202,33.33333333333333
hansard_bill,140,c,hansard_bill-825,66.66666666666666
hansard_bill,140,c,hansard_bill-997,33.33333333333333
hansard_bill,140,c,average,39.999999999999986
hansard_bill,140,p,hansard_bill-1010,0.0
hansard_bill,140,p,hansard_bill-1123,66.66666666666666
hansard_bill,140,p,hansard_bill-1202,66.66666666666666
hansard_bill,140,p,hansard_bill-825,0.0
hansard_bill,140,p,hansard_bill-997,66.66666666666666
hansard_bill,140,p,average,39.99999999999999
hansard_bill,140,n,hansard_bill-1010,33.33333333333333
hansard_bill,140,n,hansard_bill-1123,33.33333333333333
hansard_bill,140,n,hansard_bill-1202,0.0
hansard_bill,140,n,hansard_bill-825,33.33333333333333
hansard_bill,140,n,hansard_bill-997,0.0
hansard_bill,140,n,average,19.999999999999996
hansard_bill,141,c,hansard_bill-1022,0.0
hansard_bill,141,c,hansard_bill-1076,100.0
hansard_bill,141,c,hansard_bill-1161,0.0
hansard_bill,141,c,hansard_bill-130,66.66666666666666
hansard_bill,141,c,hansard_bill-523,0.0
hansard_bill,141,c,average,33.33333333333333
hansard_bill,141,p,hansard_bill-1022,100.0
hansard_bill,141,p,hansard_bill-1076,0.0
hansard_bill,141,p,hansard_bill-1161,100.0
hansard_bill,141,p,hansard_bill-130,0.0
hansard_bill,141,p,hansard_bill-523,100.0
hansard_bill,141,p,average,60.0
hansard_bill,141,n,hansard_bill-1022,0.0
hansard_bill,141,n,hansard_bill-1076,0.0
hansard_bill,141,n,hansard_bill-1161,0.0
hansard_bill,141,n,hansard_bill-130,33.33333333333333
hansard_bill,141,n,hansard_bill-523,0.0
hansard_bill,141,n,average,6.666666666666666
hansard_bill,142,c,hansard_bill-1022,0.0
hansard_bill,142,c,hansard_bill-1076,100.0
hansard_bill,142,c,hansard_bill-1161,66.66666666666666
hansard_bill,142,c,hansard_bill-130,100.0
hansard_bill,142,c,hansard_bill-523,0.0
hansard_bill,142,c,average,53.33333333333333
hansard_bill,142,p,hansard_bill-1022,100.0
hansard_bill,142,p,hansard_bill-1076,0.0
hansard_bill,142,p,hansard_bill-1161,0.0
hansard_bill,142,p,hansard_bill-130,0.0
hansard_bill,142,p,hansard_bill-523,100.0
hansard_bill,142,p,average,40.0
hansard_bill,142,n,hansard_bill-1022,0.0
hansard_bill,142,n,hansard_bill-1076,0.0
hansard_bill,142,n,hansard_bill-1161,33.33333333333333
hansard_bill,142,n,hansard_bill-130,0.0
hansard_bill,142,n,hansard_bill-523,0.0
hansard_bill,142,n,average,6.666666666666666
hansard_bill,143,c,hansard_bill-1022,66.66666666666666
hansard_bill,143,c,hansard_bill-1076,33.33333333333333
hansard_bill,143,c,hansard_bill-1161,100.0
hansard_bill,143,c,hansard_bill-130,66.66666666666666
hansard_bill,143,c,hansard_bill-523,100.0
hansard_bill,143,c,average,73.33333333333333
hansard_bill,143,p,hansard_bill-1022,0.0
hansard_bill,143,p,hansard_bill-1076,66.66666666666666
hansard_bill,143,p,hansard_bill-1161,0.0
hansard_bill,143,p,hansard_bill-130,33.33333333333333
hansard_bill,143,p,hansard_bill-523,0.0
hansard_bill,143,p,average,19.999999999999996
hansard_bill,143,n,hansard_bill-1022,33.33333333333333
hansard_bill,143,n,hansard_bill-1076,0.0
hansard_bill,143,n,hansard_bill-1161,0.0
hansard_bill,143,n,hansard_bill-130,0.0
hansard_bill,143,n,hansard_bill-523,0.0
hansard_bill,143,n,average,6.666666666666666
hansard_bill,144,c,hansard_bill-1022,33.33333333333333
hansard_bill,144,c,hansard_bill-1076,0.0
hansard_bill,144,c,hansard_bill-1161,0.0
hansard_bill,144,c,hansard_bill-130,33.33333333333333
hansard_bill,144,c,hansard_bill-523,33.33333333333333
hansard_bill,144,c,average,19.999999999999996
hansard_bill,144,p,hansard_bill-1022,66.66666666666666
hansard_bill,144,p,hansard_bill-1076,100.0
hansard_bill,144,p,hansard_bill-1161,100.0
hansard_bill,144,p,hansard_bill-130,66.66666666666666
hansard_bill,144,p,hansard_bill-523,0.0
hansard_bill,144,p,average,66.66666666666666
hansard_bill,144,n,hansard_bill-1022,0.0
hansard_bill,144,n,hansard_bill-1076,0.0
hansard_bill,144,n,hansard_bill-1161,0.0
hansard_bill,144,n,hansard_bill-130,0.0
hansard_bill,144,n,hansard_bill-523,66.66666666666666
hansard_bill,144,n,average,13.333333333333332
hansard_bill,145,c,hansard_bill-1035,33.33333333333333
hansard_bill,145,c,hansard_bill-1254,100.0
hansard_bill,145,c,hansard_bill-13,66.66666666666666
hansard_bill,145,c,hansard_bill-477,66.66666666666666
hansard_bill,145,c,hansard_bill-705,33.33333333333333
hansard_bill,145,c,average,59.999999999999986
hansard_bill,145,p,hansard_bill-1035,66.66666666666666
hansard_bill,145,p,hansard_bill-1254,0.0
hansard_bill,145,p,hansard_bill-13,33.33333333333333
hansard_bill,145,p,hansard_bill-477,0.0
hansard_bill,145,p,hansard_bill-705,0.0
hansard_bill,145,p,average,19.999999999999996
hansard_bill,145,n,hansard_bill-1035,0.0
hansard_bill,145,n,hansard_bill-1254,0.0
hansard_bill,145,n,hansard_bill-13,0.0
hansard_bill,145,n,hansard_bill-477,33.33333333333333
hansard_bill,145,n,hansard_bill-705,66.66666666666666
hansard_bill,145,n,average,19.999999999999996
hansard_bill,146,c,hansard_bill-1035,66.66666666666666
hansard_bill,146,c,hansard_bill-1254,0.0
hansard_bill,146,c,hansard_bill-13,100.0
hansard_bill,146,c,hansard_bill-477,66.66666666666666
hansard_bill,146,c,hansard_bill-705,66.66666666666666
hansard_bill,146,c,average,60.0
hansard_bill,146,p,hansard_bill-1035,33.33333333333333
hansard_bill,146,p,hansard_bill-1254,100.0
hansard_bill,146,p,hansard_bill-13,0.0
hansard_bill,146,p,hansard_bill-477,33.33333333333333
hansard_bill,146,p,hansard_bill-705,0.0
hansard_bill,146,p,average,33.33333333333333
hansard_bill,146,n,hansard_bill-1035,0.0
hansard_bill,146,n,hansard_bill-1254,0.0
hansard_bill,146,n,hansard_bill-13,0.0
hansard_bill,146,n,hansard_bill-477,0.0
hansard_bill,146,n,hansard_bill-705,33.33333333333333
hansard_bill,146,n,average,6.666666666666666
hansard_bill,147,c,hansard_bill-1035,66.66666666666666
hansard_bill,147,c,hansard_bill-1254,100.0
hansard_bill,147,c,hansard_bill-13,33.33333333333333
hansard_bill,147,c,hansard_bill-477,66.66666666666666
hansard_bill,147,c,hansard_bill-705,0.0
hansard_bill,147,c,average,53.33333333333333
hansard_bill,147,p,hansard_bill-1035,0.0
hansard_bill,147,p,hansard_bill-1254,0.0
hansard_bill,147,p,hansard_bill-13,66.66666666666666
hansard_bill,147,p,hansard_bill-477,0.0
hansard_bill,147,p,hansard_bill-705,66.66666666666666
hansard_bill,147,p,average,26.666666666666664
hansard_bill,147,n,hansard_bill-1035,33.33333333333333
hansard_bill,147,n,hansard_bill-1254,0.0
hansard_bill,147,n,hansard_bill-13,0.0
hansard_bill,147,n,hansard_bill-477,33.33333333333333
hansard_bill,147,n,hansard_bill-705,33.33333333333333
hansard_bill,147,n,average,19.999999999999996
hansard_bill,148,c,hansard_bill-1035,100.0
hansard_bill,148,c,hansard_bill-1254,100.0
hansard_bill,148,c,hansard_bill-13,33.33333333333333
hansard_bill,148,c,hansard_bill-477,33.33333333333333
hansard_bill,148,c,hansard_bill-705,33.33333333333333
hansard_bill,148,c,average,59.999999999999986
hansard_bill,148,p,hansard_bill-1035,0.0
hansard_bill,148,p,hansard_bill-1254,0.0
hansard_bill,148,p,hansard_bill-13,66.66666666666666
hansard_bill,148,p,hansard_bill-477,33.33333333333333
hansard_bill,148,p,hansard_bill-705,66.66666666666666
hansard_bill,148,p,average,33.33333333333333
hansard_bill,148,n,hansard_bill-1035,0.0
hansard_bill,148,n,hansard_bill-1254,0.0
hansard_bill,148,n,hansard_bill-13,0.0
hansard_bill,148,n,hansard_bill-477,33.33333333333333
hansard_bill,148,n,hansard_bill-705,0.0
hansard_bill,148,n,average,6.666666666666666
hansard_bill,149,c,hansard_bill-1036,33.33333333333333
hansard_bill,149,c,hansard_bill-1089,100.0
hansard_bill,149,c,hansard_bill-282,100.0
hansard_bill,149,c,hansard_bill-36,0.0
hansard_bill,149,c,hansard_bill-708,100.0
hansard_bill,149,c,average,66.66666666666666
hansard_bill,149,p,hansard_bill-1036,66.66666666666666
hansard_bill,149,p,hansard_bill-1089,0.0
hansard_bill,149,p,hansard_bill-282,0.0
hansard_bill,149,p,hansard_bill-36,100.0
hansard_bill,149,p,hansard_bill-708,0.0
hansard_bill,149,p,average,33.33333333333333
hansard_bill,149,n,hansard_bill-1036,0.0
hansard_bill,149,n,hansard_bill-1089,0.0
hansard_bill,149,n,hansard_bill-282,0.0
hansard_bill,149,n,hansard_bill-36,0.0
hansard_bill,149,n,hansard_bill-708,0.0
hansard_bill,149,n,average,0.0
dagstuhl,15,c,dagstuhl-110,33.33333333333333
dagstuhl,15,c,dagstuhl-249,100.0
dagstuhl,15,c,dagstuhl-250,100.0
dagstuhl,15,c,dagstuhl-27,100.0
dagstuhl,15,c,dagstuhl-40,33.33333333333333
dagstuhl,15,c,average,73.33333333333333
dagstuhl,15,p,dagstuhl-110,33.33333333333333
dagstuhl,15,p,dagstuhl-249,0.0
dagstuhl,15,p,dagstuhl-250,0.0
dagstuhl,15,p,dagstuhl-27,0.0
dagstuhl,15,p,dagstuhl-40,0.0
dagstuhl,15,p,average,6.666666666666666
dagstuhl,15,n,dagstuhl-110,33.33333333333333
dagstuhl,15,n,dagstuhl-249,0.0
dagstuhl,15,n,dagstuhl-250,0.0
dagstuhl,15,n,dagstuhl-27,0.0
dagstuhl,15,n,dagstuhl-40,66.66666666666666
dagstuhl,15,n,average,19.999999999999996
hansard_bill,150,c,hansard_bill-1036,33.33333333333333
hansard_bill,150,c,hansard_bill-1089,33.33333333333333
hansard_bill,150,c,hansard_bill-282,0.0
hansard_bill,150,c,hansard_bill-36,33.33333333333333
hansard_bill,150,c,hansard_bill-708,66.66666666666666
hansard_bill,150,c,average,33.33333333333333
hansard_bill,150,p,hansard_bill-1036,0.0
hansard_bill,150,p,hansard_bill-1089,0.0
hansard_bill,150,p,hansard_bill-282,100.0
hansard_bill,150,p,hansard_bill-36,66.66666666666666
hansard_bill,150,p,hansard_bill-708,33.33333333333333
hansard_bill,150,p,average,40.0
hansard_bill,150,n,hansard_bill-1036,66.66666666666666
hansard_bill,150,n,hansard_bill-1089,66.66666666666666
hansard_bill,150,n,hansard_bill-282,0.0
hansard_bill,150,n,hansard_bill-36,0.0
hansard_bill,150,n,hansard_bill-708,0.0
hansard_bill,150,n,average,26.666666666666664
hansard_bill,151,c,hansard_bill-1036,66.66666666666666
hansard_bill,151,c,hansard_bill-1089,33.33333333333333
hansard_bill,151,c,hansard_bill-282,66.66666666666666
hansard_bill,151,c,hansard_bill-36,0.0
hansard_bill,151,c,hansard_bill-708,0.0
hansard_bill,151,c,average,33.33333333333333
hansard_bill,151,p,hansard_bill-1036,33.33333333333333
hansard_bill,151,p,hansard_bill-1089,66.66666666666666
hansard_bill,151,p,hansard_bill-282,33.33333333333333
hansard_bill,151,p,hansard_bill-36,0.0
hansard_bill,151,p,hansard_bill-708,66.66666666666666
hansard_bill,151,p,average,39.99999999999999
hansard_bill,151,n,hansard_bill-1036,0.0
hansard_bill,151,n,hansard_bill-1089,0.0
hansard_bill,151,n,hansard_bill-282,0.0
hansard_bill,151,n,hansard_bill-36,100.0
hansard_bill,151,n,hansard_bill-708,33.33333333333333
hansard_bill,151,n,average,26.666666666666664
hansard_bill,152,c,hansard_bill-1036,33.33333333333333
hansard_bill,152,c,hansard_bill-1089,33.33333333333333
hansard_bill,152,c,hansard_bill-282,0.0
hansard_bill,152,c,hansard_bill-36,0.0
hansard_bill,152,c,hansard_bill-708,66.66666666666666
hansard_bill,152,c,average,26.666666666666664
hansard_bill,152,p,hansard_bill-1036,66.66666666666666
hansard_bill,152,p,hansard_bill-1089,66.66666666666666
hansard_bill,152,p,hansard_bill-282,100.0
hansard_bill,152,p,hansard_bill-36,100.0
hansard_bill,152,p,hansard_bill-708,33.33333333333333
hansard_bill,152,p,average,73.33333333333333
hansard_bill,152,n,hansard_bill-1036,0.0
hansard_bill,152,n,hansard_bill-1089,0.0
hansard_bill,152,n,hansard_bill-282,0.0
hansard_bill,152,n,hansard_bill-36,0.0
hansard_bill,152,n,hansard_bill-708,0.0
hansard_bill,152,n,average,0.0
hansard_bill,153,c,hansard_bill-1055,66.66666666666666
hansard_bill,153,c,hansard_bill-1266,66.66666666666666
hansard_bill,153,c,hansard_bill-223,33.33333333333333
hansard_bill,153,c,hansard_bill-281,100.0
hansard_bill,153,c,hansard_bill-983,66.66666666666666
hansard_bill,153,c,average,66.66666666666666
hansard_bill,153,p,hansard_bill-1055,0.0
hansard_bill,153,p,hansard_bill-1266,33.33333333333333
hansard_bill,153,p,hansard_bill-223,0.0
hansard_bill,153,p,hansard_bill-281,0.0
hansard_bill,153,p,hansard_bill-983,33.33333333333333
hansard_bill,153,p,average,13.333333333333332
hansard_bill,153,n,hansard_bill-1055,33.33333333333333
hansard_bill,153,n,hansard_bill-1266,0.0
hansard_bill,153,n,hansard_bill-223,66.66666666666666
hansard_bill,153,n,hansard_bill-281,0.0
hansard_bill,153,n,hansard_bill-983,0.0
hansard_bill,153,n,average,19.999999999999996
hansard_bill,154,c,hansard_bill-1055,66.66666666666666
hansard_bill,154,c,hansard_bill-1266,0.0
hansard_bill,154,c,hansard_bill-223,33.33333333333333
hansard_bill,154,c,hansard_bill-281,100.0
hansard_bill,154,c,hansard_bill-983,0.0
hansard_bill,154,c,average,40.0
hansard_bill,154,p,hansard_bill-1055,0.0
hansard_bill,154,p,hansard_bill-1266,100.0
hansard_bill,154,p,hansard_bill-223,66.66666666666666
hansard_bill,154,p,hansard_bill-281,0.0
hansard_bill,154,p,hansard_bill-983,66.66666666666666
hansard_bill,154,p,average,46.666666666666664
hansard_bill,154,n,hansard_bill-1055,33.33333333333333
hansard_bill,154,n,hansard_bill-1266,0.0
hansard_bill,154,n,hansard_bill-223,0.0
hansard_bill,154,n,hansard_bill-281,0.0
hansard_bill,154,n,hansard_bill-983,33.33333333333333
hansard_bill,154,n,average,13.333333333333332
hansard_bill,155,c,hansard_bill-1055,100.0
hansard_bill,155,c,hansard_bill-1266,0.0
hansard_bill,155,c,hansard_bill-223,100.0
hansard_bill,155,c,hansard_bill-281,66.66666666666666
hansard_bill,155,c,hansard_bill-983,66.66666666666666
hansard_bill,155,c,average,66.66666666666666
hansard_bill,155,p,hansard_bill-1055,0.0
hansard_bill,155,p,hansard_bill-1266,100.0
hansard_bill,155,p,hansard_bill-223,0.0
hansard_bill,155,p,hansard_bill-281,0.0
hansard_bill,155,p,hansard_bill-983,33.33333333333333
hansard_bill,155,p,average,26.666666666666664
hansard_bill,155,n,hansard_bill-1055,0.0
hansard_bill,155,n,hansard_bill-1266,0.0
hansard_bill,155,n,hansard_bill-223,0.0
hansard_bill,155,n,hansard_bill-281,33.33333333333333
hansard_bill,155,n,hansard_bill-983,0.0
