id,ids,category,round,dataset,model,prompt
dagstuhl-5,"3,1",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-5,"3,2",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-56,"0,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-56,"3,1",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-56,"3,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-59,"0,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-59,"3,1",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-59,"3,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-60,"0,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-60,"3,1",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-60,"3,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-61,"0,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-61,"3,1",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-61,"3,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-66,"0,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-66,"3,1",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-66,"3,2",p,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-96,"0,2",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-96,"3,1",n,-1,dagstuhl,Qwen2.5-72B-Instruct,1
dagstuhl-96,"3,2",c,-1,dagstuhl,Qwen2.5-72B-Instruct,1
defabel-113,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-113,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-113,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-132,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-132,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-132,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-168,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-168,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-168,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-178,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-178,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-178,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-202,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-202,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-202,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-21,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-21,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-21,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-211,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-211,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-211,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-216,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-216,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-216,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-22,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-22,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-22,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-227,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-227,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-227,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-301,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-301,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-301,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-314,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-314,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-314,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-316,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-316,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-316,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-329,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-329,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-329,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-372,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-372,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-372,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-393,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-393,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-393,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-415,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-415,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-415,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-438,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-438,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-438,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-463,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-463,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-463,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-467,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-467,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-467,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-490,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-490,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-490,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-500,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-500,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-500,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-514,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-514,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-514,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-522,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-522,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-522,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-560,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-560,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-560,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-57,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-57,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-57,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-574,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-574,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-574,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-592,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-592,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-592,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-607,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-607,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-607,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-622,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-622,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-622,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-633,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-633,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-633,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-643,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-643,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-643,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-644,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-644,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-644,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-677,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-677,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-677,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-681,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-681,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-681,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-692,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-692,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-692,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-701,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-701,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-701,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-732,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-732,"3,1",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-732,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-737,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-737,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-737,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-785,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-785,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-785,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-789,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-789,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-789,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-812,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-812,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-812,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-814,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-814,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-814,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-835,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-835,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-835,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-839,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-839,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-839,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-85,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-85,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-85,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-852,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-852,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-852,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-856,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-856,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-856,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-888,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-888,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-888,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-901,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-901,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,1
defabel-901,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,1
deuparl-105,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-105,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-105,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-114,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-114,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-114,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-123,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-123,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-123,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-1430,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-1430,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-1430,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-155,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-155,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-155,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-1604,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-1604,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-1604,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-161,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-161,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-161,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-168,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-168,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-168,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-17,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-17,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-17,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-182,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-182,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-182,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-187,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-187,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-187,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-188,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-188,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-188,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-194,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-194,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-194,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2064,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2064,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2064,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2181,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2181,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2181,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2183,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2183,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2183,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2187,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2187,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2187,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2202,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2202,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2202,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2208,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2208,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-2208,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-238,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-238,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-238,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-239,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-239,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-239,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-241,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-241,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-241,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-252,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-252,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-252,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-267,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-267,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-267,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-27,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-27,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-27,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-296,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-296,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-296,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-324,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-324,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-324,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-325,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-325,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-325,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-341,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-341,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-341,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-36,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-36,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-36,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-363,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-363,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-363,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-365,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-365,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-365,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-390,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-390,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-390,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-405,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-405,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-405,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-414,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-414,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-414,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-420,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-420,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-420,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-429,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-429,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-429,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-433,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-433,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-433,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-442,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-442,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-442,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-444,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-444,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-444,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-487,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-487,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-487,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-498,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-498,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-498,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-504,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-504,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-504,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-51,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-51,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-51,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-57,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-57,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-57,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-62,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-62,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-62,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-77,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-77,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-77,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-78,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-78,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-78,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-88,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-88,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-88,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-91,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-91,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,1
deuparl-91,"3,2",n,-1,deuparl,Qwen2.5-72B-Instruct,1
hansard-1127,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1127,"3,1",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1127,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1193,"0,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1193,"3,1",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1193,"3,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1352,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1352,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1352,"3,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1379,"0,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1379,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1379,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1412,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1412,"3,1",n,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1412,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1421,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1421,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1421,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1435,"0,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1435,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1435,"3,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1466,"0,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1466,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1466,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1478,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1478,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-1478,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-199,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-199,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-199,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-2061,"0,2",p,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-2061,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-2061,"3,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-208,"0,2",c,-1,hansard,Qwen2.5-72B-Instruct,1
hansard-208,"3,1",c,-1,hansard,Qwen2.5-72B-Instruct,1
